organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,4,-10,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse
B_CONT_50x6,R34,4,-9,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse
B_CONT_50x6,R34,4,-8,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse
B_CONT_50x6,R34,4,-7,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse
B_CONT_50x6,R34,4,-6,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse
B_CONT_50x6,R34,4,-5,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse
B_CONT_50x6,R34,4,-4,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse
B_CONT_50x6,R34,4,-3,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse
B_CONT_50x6,R34,4,-2,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse
B_CONT_50x6,R34,4,-1,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse
B_CONT_50x6,R34,4,0,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse
B_CONT_50x6,R34,4,1,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse
B_CONT_50x6,R34,4,2,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse
B_CONT_50x6,R34,4,3,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse
B_CONT_50x6,R34,4,4,3,250000,1.2e-05,4.08109e-06,3.52841e-05,coarse
B_CONT_50x6,R34,4,5,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R34,4,6,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse
B_CONT_50x6,R34,4,7,2,250000,8e-06,2.19389e-06,2.91715e-05,coarse
B_CONT_50x6,R34,4,8,1,250000,4e-06,7.06099e-07,2.26594e-05,coarse
B_CONT_50x6,R34,4,9,0,250000,0,1.69407e-21,1.53656e-05,coarse
C_CONT_100x3,R34,4,-10,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse
C_CONT_100x3,R34,4,-9,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse
C_CONT_100x3,R34,4,-8,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse
C_CONT_100x3,R34,4,-7,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse
C_CONT_100x3,R34,4,-6,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse
C_CONT_100x3,R34,4,-5,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse
C_CONT_100x3,R34,4,-4,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse
C_CONT_100x3,R34,4,-3,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse
C_CONT_100x3,R34,4,-2,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse
C_CONT_100x3,R34,4,-1,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse
C_CONT_100x3,R34,4,0,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse
C_CONT_100x3,R34,4,1,1,100000,1e-05,1.76525e-06,5.66471e-05,coarse
C_CONT_100x3,R34,4,2,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R34,4,3,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R34,4,4,2,100000,2e-05,5.48474e-06,7.29268e-05,coarse
C_CONT_100x3,R34,4,5,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R34,4,6,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R34,4,7,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R34,4,8,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R34,4,9,0,100000,0,0,3.84131e-05,coarse
D_CONT_150x2,R34,4,-10,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,-9,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,-8,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,-7,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,-6,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,-5,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,-4,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,-3,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,-2,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,-1,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,0,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,1,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,2,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,3,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,4,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,5,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,6,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,7,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,8,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R34,4,9,0,50000,0,0,7.68233e-05,coarse
