organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R23,-3.5,-10,2246,5000,0.4492,0.435457,0.463021,coarse
B_CONT_50x6,R23,-3.5,-9,2255,5000,0.451,0.437251,0.464825,coarse
B_CONT_50x6,R23,-3.5,-8,2292,5000,0.4584,0.444626,0.472238,coarse
B_CONT_50x6,R23,-3.5,-7,2232,5000,0.4464,0.432667,0.460215,coarse
B_CONT_50x6,R23,-3.5,-6,2305,5000,0.461,0.447218,0.474841,coarse
B_CONT_50x6,R23,-3.5,-5,2263,5000,0.4526,0.438845,0.466428,coarse
B_CONT_50x6,R23,-3.5,-4,2405,5000,0.481,0.467171,0.494858,coarse
B_CONT_50x6,R23,-3.5,-3,2277,5000,0.4554,0.441636,0.469233,coarse
B_CONT_50x6,R23,-3.5,-2,2302,5000,0.4604,0.44662,0.474241,coarse
B_CONT_50x6,R23,-3.5,-1,2296,5000,0.4592,0.445424,0.473039,coarse
B_CONT_50x6,R23,-3.5,0,2254,5000,0.4508,0.437051,0.464624,coarse
B_CONT_50x6,R23,-3.5,1,2271,5000,0.4542,0.44044,0.468031,coarse
B_CONT_50x6,R23,-3.5,2,2327,5000,0.4654,0.451606,0.479247,coarse
B_CONT_50x6,R23,-3.5,3,2312,5000,0.4624,0.448614,0.476243,coarse
B_CONT_50x6,R23,-3.5,4,2321,5000,0.4642,0.450409,0.478046,coarse
B_CONT_50x6,R23,-3.5,5,2267,5000,0.4534,0.439642,0.467229,coarse
B_CONT_50x6,R23,-3.5,6,2246,5000,0.4492,0.435457,0.463021,coarse
B_CONT_50x6,R23,-3.5,7,2208,5000,0.4416,0.427886,0.455404,coarse
B_CONT_50x6,R23,-3.5,8,2376,5000,0.4752,0.461382,0.489056,coarse
B_CONT_50x6,R23,-3.5,9,2244,5000,0.4488,0.435058,0.46262,coarse
C_CONT_100x3,R23,-3.5,-10,934,2000,0.467,0.445219,0.488908,coarse
C_CONT_100x3,R23,-3.5,-9,907,2000,0.4535,0.431792,0.475386,coarse
C_CONT_100x3,R23,-3.5,-8,911,2000,0.4555,0.43378,0.477391,coarse
C_CONT_100x3,R23,-3.5,-7,905,2000,0.4525,0.430798,0.474384,coarse
C_CONT_100x3,R23,-3.5,-6,945,2000,0.4725,0.450694,0.494412,coarse
C_CONT_100x3,R23,-3.5,-5,938,2000,0.469,0.447209,0.490909,coarse
C_CONT_100x3,R23,-3.5,-4,992,2000,0.496,0.474116,0.517899,coarse
C_CONT_100x3,R23,-3.5,-3,925,2000,0.4625,0.440741,0.484402,coarse
C_CONT_100x3,R23,-3.5,-2,907,2000,0.4535,0.431792,0.475386,coarse
C_CONT_100x3,R23,-3.5,-1,930,2000,0.465,0.443229,0.486906,coarse
C_CONT_100x3,R23,-3.5,0,906,2000,0.453,0.431295,0.474885,coarse
C_CONT_100x3,R23,-3.5,1,930,2000,0.465,0.443229,0.486906,coarse
C_CONT_100x3,R23,-3.5,2,940,2000,0.47,0.448205,0.49191,coarse
C_CONT_100x3,R23,-3.5,3,922,2000,0.461,0.439249,0.4829,coarse
C_CONT_100x3,R23,-3.5,4,914,2000,0.457,0.435271,0.478894,coarse
C_CONT_100x3,R23,-3.5,5,887,2000,0.4435,0.421856,0.46536,coarse
C_CONT_100x3,R23,-3.5,6,876,2000,0.438,0.416395,0.459842,coarse
C_CONT_100x3,R23,-3.5,7,891,2000,0.4455,0.423843,0.467366,coarse
C_CONT_100x3,R23,-3.5,8,959,2000,0.4795,0.457666,0.501413,coarse
C_CONT_100x3,R23,-3.5,9,919,2000,0.4595,0.437757,0.481398,coarse
D_CONT_150x2,R23,-3.5,-10,434,1000,0.434,0.403592,0.464913,coarse
D_CONT_150x2,R23,-3.5,-9,429,1000,0.429,0.398654,0.45989,coarse
D_CONT_150x2,R23,-3.5,-8,472,1000,0.472,0.441225,0.502989,coarse
D_CONT_150x2,R23,-3.5,-7,444,1000,0.444,0.413478,0.474951,coarse
D_CONT_150x2,R23,-3.5,-6,448,1000,0.448,0.417436,0.478962,coarse
D_CONT_150x2,R23,-3.5,-5,427,1000,0.427,0.396679,0.45788,coarse
D_CONT_150x2,R23,-3.5,-4,483,1000,0.483,0.452152,0.513978,coarse
D_CONT_150x2,R23,-3.5,-3,453,1000,0.453,0.422386,0.483974,coarse
D_CONT_150x2,R23,-3.5,-2,454,1000,0.454,0.423376,0.484976,coarse
D_CONT_150x2,R23,-3.5,-1,462,1000,0.462,0.431304,0.492987,coarse
D_CONT_150x2,R23,-3.5,0,444,1000,0.444,0.413478,0.474951,coarse
D_CONT_150x2,R23,-3.5,1,444,1000,0.444,0.413478,0.474951,coarse
D_CONT_150x2,R23,-3.5,2,467,1000,0.467,0.436263,0.49799,coarse
D_CONT_150x2,R23,-3.5,3,476,1000,0.476,0.445197,0.506987,coarse
D_CONT_150x2,R23,-3.5,4,455,1000,0.455,0.424367,0.485978,coarse
D_CONT_150x2,R23,-3.5,5,460,1000,0.46,0.429321,0.490985,coarse
D_CONT_150x2,R23,-3.5,6,460,1000,0.46,0.429321,0.490985,coarse
D_CONT_150x2,R23,-3.5,7,454,1000,0.454,0.423376,0.484976,coarse
D_CONT_150x2,R23,-3.5,8,462,1000,0.462,0.431304,0.492987,coarse
D_CONT_150x2,R23,-3.5,9,456,1000,0.456,0.425358,0.486979,coarse
