organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R12,-2.5,-10,406,5000,0.0812,0.0739466,0.0890964,coarse
B_CONT_50x6,R12,-2.5,-9,410,5000,0.082,0.0747122,0.0899296,coarse
B_CONT_50x6,R12,-2.5,-8,411,5000,0.0822,0.0749036,0.0901379,coarse
B_CONT_50x6,R12,-2.5,-7,429,5000,0.0858,0.0783515,0.0938845,coarse
B_CONT_50x6,R12,-2.5,-6,414,5000,0.0828,0.075478,0.0907626,coarse
B_CONT_50x6,R12,-2.5,-5,415,5000,0.083,0.0756694,0.0909708,coarse
B_CONT_50x6,R12,-2.5,-4,439,5000,0.0878,0.0802688,0.0959641,coarse
B_CONT_50x6,R12,-2.5,-3,432,5000,0.0864,0.0789265,0.0945085,coarse
B_CONT_50x6,R12,-2.5,-2,412,5000,0.0824,0.075095,0.0903461,coarse
B_CONT_50x6,R12,-2.5,-1,409,5000,0.0818,0.0745208,0.0897213,coarse
B_CONT_50x6,R12,-2.5,0,411,5000,0.0822,0.0749036,0.0901379,coarse
B_CONT_50x6,R12,-2.5,1,415,5000,0.083,0.0756694,0.0909708,coarse
B_CONT_50x6,R12,-2.5,2,397,5000,0.0794,0.0722249,0.0872209,coarse
B_CONT_50x6,R12,-2.5,3,427,5000,0.0854,0.0779682,0.0934684,coarse
B_CONT_50x6,R12,-2.5,4,399,5000,0.0798,0.0726074,0.0876378,coarse
B_CONT_50x6,R12,-2.5,5,410,5000,0.082,0.0747122,0.0899296,coarse
B_CONT_50x6,R12,-2.5,6,430,5000,0.086,0.0785432,0.0940925,coarse
B_CONT_50x6,R12,-2.5,7,430,5000,0.086,0.0785432,0.0940925,coarse
B_CONT_50x6,R12,-2.5,8,415,5000,0.083,0.0756694,0.0909708,coarse
B_CONT_50x6,R12,-2.5,9,416,5000,0.0832,0.0758609,0.091179,coarse
C_CONT_100x3,R12,-2.5,-10,170,2000,0.085,0.0735591,0.098032,coarse
C_CONT_100x3,R12,-2.5,-9,170,2000,0.085,0.0735591,0.098032,coarse
C_CONT_100x3,R12,-2.5,-8,185,2000,0.0925,0.0805716,0.105991,coarse
C_CONT_100x3,R12,-2.5,-7,177,2000,0.0885,0.0768283,0.101749,coarse
C_CONT_100x3,R12,-2.5,-6,172,2000,0.086,0.0744925,0.0990948,coarse
C_CONT_100x3,R12,-2.5,-5,163,2000,0.0815,0.0702961,0.0943085,coarse
C_CONT_100x3,R12,-2.5,-4,185,2000,0.0925,0.0805716,0.105991,coarse
C_CONT_100x3,R12,-2.5,-3,176,2000,0.088,0.0763609,0.101219,coarse
C_CONT_100x3,R12,-2.5,-2,173,2000,0.0865,0.0749594,0.099626,coarse
C_CONT_100x3,R12,-2.5,-1,173,2000,0.0865,0.0749594,0.099626,coarse
C_CONT_100x3,R12,-2.5,0,162,2000,0.081,0.0698304,0.0937761,coarse
C_CONT_100x3,R12,-2.5,1,159,2000,0.0795,0.0684344,0.0921779,coarse
C_CONT_100x3,R12,-2.5,2,153,2000,0.0765,0.0656459,0.0889778,coarse
C_CONT_100x3,R12,-2.5,3,170,2000,0.085,0.0735591,0.098032,coarse
C_CONT_100x3,R12,-2.5,4,145,2000,0.0725,0.0619362,0.0847029,coarse
C_CONT_100x3,R12,-2.5,5,163,2000,0.0815,0.0702961,0.0943085,coarse
C_CONT_100x3,R12,-2.5,6,167,2000,0.0835,0.0721599,0.096437,coarse
C_CONT_100x3,R12,-2.5,7,167,2000,0.0835,0.0721599,0.096437,coarse
C_CONT_100x3,R12,-2.5,8,166,2000,0.083,0.0716937,0.0959051,coarse
C_CONT_100x3,R12,-2.5,9,169,2000,0.0845,0.0730926,0.0975005,coarse
D_CONT_150x2,R12,-2.5,-10,76,1000,0.076,0.0611494,0.0940956,coarse
D_CONT_150x2,R12,-2.5,-9,82,1000,0.082,0.066552,0.100647,coarse
D_CONT_150x2,R12,-2.5,-8,72,1000,0.072,0.0575639,0.0897118,coarse
D_CONT_150x2,R12,-2.5,-7,89,1000,0.089,0.0728882,0.108257,coarse
D_CONT_150x2,R12,-2.5,-6,83,1000,0.083,0.067455,0.101736,coarse
D_CONT_150x2,R12,-2.5,-5,85,1000,0.085,0.0692633,0.103913,coarse
D_CONT_150x2,R12,-2.5,-4,84,1000,0.084,0.0683588,0.102825,coarse
D_CONT_150x2,R12,-2.5,-3,85,1000,0.085,0.0692633,0.103913,coarse
D_CONT_150x2,R12,-2.5,-2,82,1000,0.082,0.066552,0.100647,coarse
D_CONT_150x2,R12,-2.5,-1,98,1000,0.098,0.081082,0.117995,coarse
D_CONT_150x2,R12,-2.5,0,78,1000,0.078,0.0629472,0.0962826,coarse
D_CONT_150x2,R12,-2.5,1,85,1000,0.085,0.0692633,0.103913,coarse
D_CONT_150x2,R12,-2.5,2,84,1000,0.084,0.0683588,0.102825,coarse
D_CONT_150x2,R12,-2.5,3,96,1000,0.096,0.0792569,0.115835,coarse
D_CONT_150x2,R12,-2.5,4,84,1000,0.084,0.0683588,0.102825,coarse
D_CONT_150x2,R12,-2.5,5,78,1000,0.078,0.0629472,0.0962826,coarse
D_CONT_150x2,R12,-2.5,6,93,1000,0.093,0.0765237,0.112591,coarse
D_CONT_150x2,R12,-2.5,7,94,1000,0.094,0.0774342,0.113673,coarse
D_CONT_150x2,R12,-2.5,8,89,1000,0.089,0.0728882,0.108257,coarse
D_CONT_150x2,R12,-2.5,9,86,1000,0.086,0.0701685,0.105,coarse
