organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R12,-3.5,-10,1132,5000,0.2264,0.215013,0.238208,coarse
B_CONT_50x6,R12,-3.5,-9,1165,5000,0.233,0.22149,0.24492,coarse
B_CONT_50x6,R12,-3.5,-8,1138,5000,0.2276,0.21619,0.239428,coarse
B_CONT_50x6,R12,-3.5,-7,1154,5000,0.2308,0.21933,0.242683,coarse
B_CONT_50x6,R12,-3.5,-6,1140,5000,0.228,0.216582,0.239835,coarse
B_CONT_50x6,R12,-3.5,-5,1157,5000,0.2314,0.219919,0.243293,coarse
B_CONT_50x6,R12,-3.5,-4,1200,5000,0.24,0.228365,0.252035,coarse
B_CONT_50x6,R12,-3.5,-3,1176,5000,0.2352,0.22365,0.247156,coarse
B_CONT_50x6,R12,-3.5,-2,1125,5000,0.225,0.213639,0.236783,coarse
B_CONT_50x6,R12,-3.5,-1,1134,5000,0.2268,0.215405,0.238614,coarse
B_CONT_50x6,R12,-3.5,0,1154,5000,0.2308,0.21933,0.242683,coarse
B_CONT_50x6,R12,-3.5,1,1144,5000,0.2288,0.217368,0.240649,coarse
B_CONT_50x6,R12,-3.5,2,1114,5000,0.2228,0.211481,0.234545,coarse
B_CONT_50x6,R12,-3.5,3,1145,5000,0.229,0.217564,0.240852,coarse
B_CONT_50x6,R12,-3.5,4,1123,5000,0.2246,0.213247,0.236376,coarse
B_CONT_50x6,R12,-3.5,5,1164,5000,0.2328,0.221294,0.244717,coarse
B_CONT_50x6,R12,-3.5,6,1142,5000,0.2284,0.216975,0.240242,coarse
B_CONT_50x6,R12,-3.5,7,1153,5000,0.2306,0.219134,0.242479,coarse
B_CONT_50x6,R12,-3.5,8,1160,5000,0.232,0.220508,0.243903,coarse
B_CONT_50x6,R12,-3.5,9,1189,5000,0.2378,0.226204,0.249799,coarse
C_CONT_100x3,R12,-3.5,-10,457,2000,0.2285,0.21063,0.247411,coarse
C_CONT_100x3,R12,-3.5,-9,471,2000,0.2355,0.217422,0.254592,coarse
C_CONT_100x3,R12,-3.5,-8,476,2000,0.238,0.21985,0.257155,coarse
C_CONT_100x3,R12,-3.5,-7,474,2000,0.237,0.218879,0.25613,coarse
C_CONT_100x3,R12,-3.5,-6,480,2000,0.24,0.221792,0.259205,coarse
C_CONT_100x3,R12,-3.5,-5,466,2000,0.233,0.214995,0.252028,coarse
C_CONT_100x3,R12,-3.5,-4,490,2000,0.245,0.226652,0.264326,coarse
C_CONT_100x3,R12,-3.5,-3,485,2000,0.2425,0.224221,0.261766,coarse
C_CONT_100x3,R12,-3.5,-2,459,2000,0.2295,0.2116,0.248438,coarse
C_CONT_100x3,R12,-3.5,-1,462,2000,0.231,0.213055,0.249977,coarse
C_CONT_100x3,R12,-3.5,0,487,2000,0.2435,0.225193,0.26279,coarse
C_CONT_100x3,R12,-3.5,1,464,2000,0.232,0.214025,0.251003,coarse
C_CONT_100x3,R12,-3.5,2,462,2000,0.231,0.213055,0.249977,coarse
C_CONT_100x3,R12,-3.5,3,464,2000,0.232,0.214025,0.251003,coarse
C_CONT_100x3,R12,-3.5,4,455,2000,0.2275,0.20966,0.246385,coarse
C_CONT_100x3,R12,-3.5,5,481,2000,0.2405,0.222278,0.259717,coarse
C_CONT_100x3,R12,-3.5,6,459,2000,0.2295,0.2116,0.248438,coarse
C_CONT_100x3,R12,-3.5,7,456,2000,0.228,0.210145,0.246898,coarse
C_CONT_100x3,R12,-3.5,8,465,2000,0.2325,0.21451,0.251515,coarse
C_CONT_100x3,R12,-3.5,9,488,2000,0.244,0.225679,0.263302,coarse
D_CONT_150x2,R12,-3.5,-10,216,1000,0.216,0.191607,0.242567,coarse
D_CONT_150x2,R12,-3.5,-9,232,1000,0.232,0.206893,0.259158,coarse
D_CONT_150x2,R12,-3.5,-8,210,1000,0.21,0.185889,0.236331,coarse
D_CONT_150x2,R12,-3.5,-7,239,1000,0.239,0.213598,0.2664,coarse
D_CONT_150x2,R12,-3.5,-6,222,1000,0.222,0.197333,0.248795,coarse
D_CONT_150x2,R12,-3.5,-5,235,1000,0.235,0.209766,0.262263,coarse
D_CONT_150x2,R12,-3.5,-4,258,1000,0.258,0.231844,0.286008,coarse
D_CONT_150x2,R12,-3.5,-3,233,1000,0.233,0.207851,0.260193,coarse
D_CONT_150x2,R12,-3.5,-2,232,1000,0.232,0.206893,0.259158,coarse
D_CONT_150x2,R12,-3.5,-1,235,1000,0.235,0.209766,0.262263,coarse
D_CONT_150x2,R12,-3.5,0,223,1000,0.223,0.198288,0.249832,coarse
D_CONT_150x2,R12,-3.5,1,223,1000,0.223,0.198288,0.249832,coarse
D_CONT_150x2,R12,-3.5,2,217,1000,0.217,0.192561,0.243605,coarse
D_CONT_150x2,R12,-3.5,3,231,1000,0.231,0.205936,0.258122,coarse
D_CONT_150x2,R12,-3.5,4,227,1000,0.227,0.202111,0.253979,coarse
D_CONT_150x2,R12,-3.5,5,224,1000,0.224,0.199243,0.250869,coarse
D_CONT_150x2,R12,-3.5,6,219,1000,0.219,0.194469,0.245682,coarse
D_CONT_150x2,R12,-3.5,7,221,1000,0.221,0.196378,0.247757,coarse
D_CONT_150x2,R12,-3.5,8,239,1000,0.239,0.213598,0.2664,coarse
D_CONT_150x2,R12,-3.5,9,228,1000,0.228,0.203067,0.255015,coarse
