organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,1.5,-10,54,5000,0.0108,0.00828719,0.0140639,coarse
B_CONT_50x6,R34,1.5,-9,63,5000,0.0126,0.00986111,0.0160872,coarse
B_CONT_50x6,R34,1.5,-8,64,5000,0.0128,0.010037,0.016311,coarse
B_CONT_50x6,R34,1.5,-7,69,5000,0.0138,0.0109194,0.0174271,coarse
B_CONT_50x6,R34,1.5,-6,64,5000,0.0128,0.010037,0.016311,coarse
B_CONT_50x6,R34,1.5,-5,75,5000,0.015,0.0119839,0.0187608,coarse
B_CONT_50x6,R34,1.5,-4,65,5000,0.013,0.0102131,0.0165346,coarse
B_CONT_50x6,R34,1.5,-3,76,5000,0.0152,0.0121619,0.0189825,coarse
B_CONT_50x6,R34,1.5,-2,75,5000,0.015,0.0119839,0.0187608,coarse
B_CONT_50x6,R34,1.5,-1,60,5000,0.012,0.00933454,0.0154147,coarse
B_CONT_50x6,R34,1.5,0,61,5000,0.0122,0.00950986,0.0156391,coarse
B_CONT_50x6,R34,1.5,1,55,5000,0.011,0.00846117,0.0142896,coarse
B_CONT_50x6,R34,1.5,2,65,5000,0.013,0.0102131,0.0165346,coarse
B_CONT_50x6,R34,1.5,3,53,5000,0.0106,0.00811345,0.013838,coarse
B_CONT_50x6,R34,1.5,4,64,5000,0.0128,0.010037,0.016311,coarse
B_CONT_50x6,R34,1.5,5,53,5000,0.0106,0.00811345,0.013838,coarse
B_CONT_50x6,R34,1.5,6,55,5000,0.011,0.00846117,0.0142896,coarse
B_CONT_50x6,R34,1.5,7,62,5000,0.0124,0.00968539,0.0158633,coarse
B_CONT_50x6,R34,1.5,8,51,5000,0.0102,0.00776674,0.0133853,coarse
B_CONT_50x6,R34,1.5,9,61,5000,0.0122,0.00950986,0.0156391,coarse
C_CONT_100x3,R34,1.5,-10,25,2000,0.0125,0.00848108,0.018388,coarse
C_CONT_100x3,R34,1.5,-9,24,2000,0.012,0.00807715,0.0177939,coarse
C_CONT_100x3,R34,1.5,-8,27,2000,0.0135,0.00929449,0.0195708,coarse
C_CONT_100x3,R34,1.5,-7,22,2000,0.011,0.00727543,0.0165994,coarse
C_CONT_100x3,R34,1.5,-6,24,2000,0.012,0.00807715,0.0177939,coarse
C_CONT_100x3,R34,1.5,-5,27,2000,0.0135,0.00929449,0.0195708,coarse
C_CONT_100x3,R34,1.5,-4,21,2000,0.0105,0.00687789,0.0159989,coarse
C_CONT_100x3,R34,1.5,-3,26,2000,0.013,0.0088869,0.0189803,coarse
C_CONT_100x3,R34,1.5,-2,26,2000,0.013,0.0088869,0.0189803,coarse
C_CONT_100x3,R34,1.5,-1,21,2000,0.0105,0.00687789,0.0159989,coarse
C_CONT_100x3,R34,1.5,0,23,2000,0.0115,0.00767523,0.0171977,coarse
C_CONT_100x3,R34,1.5,1,21,2000,0.0105,0.00687789,0.0159989,coarse
C_CONT_100x3,R34,1.5,2,19,2000,0.0095,0.00609024,0.0147904,coarse
C_CONT_100x3,R34,1.5,3,20,2000,0.01,0.00648277,0.0153959,coarse
C_CONT_100x3,R34,1.5,4,25,2000,0.0125,0.00848108,0.018388,coarse
C_CONT_100x3,R34,1.5,5,22,2000,0.011,0.00727543,0.0165994,coarse
C_CONT_100x3,R34,1.5,6,20,2000,0.01,0.00648277,0.0153959,coarse
C_CONT_100x3,R34,1.5,7,24,2000,0.012,0.00807715,0.0177939,coarse
C_CONT_100x3,R34,1.5,8,23,2000,0.0115,0.00767523,0.0171977,coarse
C_CONT_100x3,R34,1.5,9,24,2000,0.012,0.00807715,0.0177939,coarse
D_CONT_150x2,R34,1.5,-10,6,1000,0.006,0.00275267,0.0130282,coarse
D_CONT_150x2,R34,1.5,-9,11,1000,0.011,0.00615317,0.0195894,coarse
D_CONT_150x2,R34,1.5,-8,13,1000,0.013,0.00761282,0.0221144,coarse
D_CONT_150x2,R34,1.5,-7,18,1000,0.018,0.0114157,0.0282733,coarse
D_CONT_150x2,R34,1.5,-6,10,1000,0.01,0.00544075,0.0183095,coarse
D_CONT_150x2,R34,1.5,-5,19,1000,0.019,0.0121969,0.0294845,coarse
D_CONT_150x2,R34,1.5,-4,19,1000,0.019,0.0121969,0.0294845,coarse
D_CONT_150x2,R34,1.5,-3,12,1000,0.012,0.00687765,0.0208573,coarse
D_CONT_150x2,R34,1.5,-2,17,1000,0.017,0.0106407,0.027056,coarse
D_CONT_150x2,R34,1.5,-1,18,1000,0.018,0.0114157,0.0282733,coarse
D_CONT_150x2,R34,1.5,0,14,1000,0.014,0.00835758,0.023362,coarse
D_CONT_150x2,R34,1.5,1,12,1000,0.012,0.00687765,0.0208573,coarse
D_CONT_150x2,R34,1.5,2,16,1000,0.016,0.00987224,0.0258321,coarse
D_CONT_150x2,R34,1.5,3,14,1000,0.014,0.00835758,0.023362,coarse
D_CONT_150x2,R34,1.5,4,12,1000,0.012,0.00687765,0.0208573,coarse
D_CONT_150x2,R34,1.5,5,11,1000,0.011,0.00615317,0.0195894,coarse
D_CONT_150x2,R34,1.5,6,12,1000,0.012,0.00687765,0.0208573,coarse
D_CONT_150x2,R34,1.5,7,14,1000,0.014,0.00835758,0.023362,coarse
D_CONT_150x2,R34,1.5,8,7,1000,0.007,0.00339487,0.0143783,coarse
D_CONT_150x2,R34,1.5,9,13,1000,0.013,0.00761282,0.0221144,coarse
