organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R23,-2,-10,1655,5000,0.331,0.318091,0.344169,coarse
B_CONT_50x6,R23,-2,-9,1577,5000,0.3154,0.302666,0.328417,coarse
B_CONT_50x6,R23,-2,-8,1686,5000,0.3372,0.324226,0.350424,coarse
B_CONT_50x6,R23,-2,-7,1599,5000,0.3198,0.307015,0.332862,coarse
B_CONT_50x6,R23,-2,-6,1708,5000,0.3416,0.328581,0.354862,coarse
B_CONT_50x6,R23,-2,-5,1626,5000,0.3252,0.312354,0.338314,coarse
B_CONT_50x6,R23,-2,-4,1739,5000,0.3478,0.33472,0.361114,coarse
B_CONT_50x6,R23,-2,-3,1604,5000,0.3208,0.308003,0.333872,coarse
B_CONT_50x6,R23,-2,-2,1672,5000,0.3344,0.321455,0.3476,coarse
B_CONT_50x6,R23,-2,-1,1598,5000,0.3196,0.306817,0.33266,coarse
B_CONT_50x6,R23,-2,0,1648,5000,0.3296,0.316706,0.342756,coarse
B_CONT_50x6,R23,-2,1,1589,5000,0.3178,0.305038,0.330842,coarse
B_CONT_50x6,R23,-2,2,1699,5000,0.3398,0.326799,0.353047,coarse
B_CONT_50x6,R23,-2,3,1634,5000,0.3268,0.313936,0.33993,coarse
B_CONT_50x6,R23,-2,4,1668,5000,0.3336,0.320663,0.346792,coarse
B_CONT_50x6,R23,-2,5,1634,5000,0.3268,0.313936,0.33993,coarse
B_CONT_50x6,R23,-2,6,1686,5000,0.3372,0.324226,0.350424,coarse
B_CONT_50x6,R23,-2,7,1574,5000,0.3148,0.302073,0.327811,coarse
B_CONT_50x6,R23,-2,8,1730,5000,0.346,0.332937,0.359299,coarse
B_CONT_50x6,R23,-2,9,1564,5000,0.3128,0.300097,0.325791,coarse
C_CONT_100x3,R23,-2,-10,685,2000,0.3425,0.322022,0.363582,coarse
C_CONT_100x3,R23,-2,-9,645,2000,0.3225,0.302371,0.343309,coarse
C_CONT_100x3,R23,-2,-8,667,2000,0.3335,0.313174,0.354464,coarse
C_CONT_100x3,R23,-2,-7,673,2000,0.3365,0.316123,0.357504,coarse
C_CONT_100x3,R23,-2,-6,707,2000,0.3535,0.332848,0.374714,coarse
C_CONT_100x3,R23,-2,-5,693,2000,0.3465,0.325957,0.367631,coarse
C_CONT_100x3,R23,-2,-4,703,2000,0.3515,0.330879,0.372691,coarse
C_CONT_100x3,R23,-2,-3,644,2000,0.322,0.301881,0.342802,coarse
C_CONT_100x3,R23,-2,-2,671,2000,0.3355,0.31514,0.356491,coarse
C_CONT_100x3,R23,-2,-1,638,2000,0.319,0.298937,0.339757,coarse
C_CONT_100x3,R23,-2,0,672,2000,0.336,0.315631,0.356998,coarse
C_CONT_100x3,R23,-2,1,660,2000,0.33,0.309735,0.350916,coarse
C_CONT_100x3,R23,-2,2,676,2000,0.338,0.317597,0.359024,coarse
C_CONT_100x3,R23,-2,3,669,2000,0.3345,0.314157,0.355478,coarse
C_CONT_100x3,R23,-2,4,681,2000,0.3405,0.320055,0.361556,coarse
C_CONT_100x3,R23,-2,5,674,2000,0.337,0.316614,0.358011,coarse
C_CONT_100x3,R23,-2,6,692,2000,0.346,0.325465,0.367125,coarse
C_CONT_100x3,R23,-2,7,644,2000,0.322,0.301881,0.342802,coarse
C_CONT_100x3,R23,-2,8,687,2000,0.3435,0.323006,0.364594,coarse
C_CONT_100x3,R23,-2,9,637,2000,0.3185,0.298446,0.33925,coarse
D_CONT_150x2,R23,-2,-10,345,1000,0.345,0.316181,0.375006,coarse
D_CONT_150x2,R23,-2,-9,325,1000,0.325,0.296688,0.354651,coarse
D_CONT_150x2,R23,-2,-8,354,1000,0.354,0.324971,0.384146,coarse
D_CONT_150x2,R23,-2,-7,311,1000,0.311,0.283079,0.340368,coarse
D_CONT_150x2,R23,-2,-6,330,1000,0.33,0.301556,0.359746,coarse
D_CONT_150x2,R23,-2,-5,311,1000,0.311,0.283079,0.340368,coarse
D_CONT_150x2,R23,-2,-4,363,1000,0.363,0.333773,0.393276,coarse
D_CONT_150x2,R23,-2,-3,338,1000,0.338,0.309351,0.367888,coarse
D_CONT_150x2,R23,-2,-2,336,1000,0.336,0.307402,0.365854,coarse
D_CONT_150x2,R23,-2,-1,326,1000,0.326,0.297661,0.355671,coarse
D_CONT_150x2,R23,-2,0,313,1000,0.313,0.285021,0.34241,coarse
D_CONT_150x2,R23,-2,1,310,1000,0.31,0.282108,0.339347,coarse
D_CONT_150x2,R23,-2,2,364,1000,0.364,0.334752,0.394289,coarse
D_CONT_150x2,R23,-2,3,325,1000,0.325,0.296688,0.354651,coarse
D_CONT_150x2,R23,-2,4,311,1000,0.311,0.283079,0.340368,coarse
D_CONT_150x2,R23,-2,5,322,1000,0.322,0.293769,0.351593,coarse
D_CONT_150x2,R23,-2,6,331,1000,0.331,0.30253,0.360764,coarse
D_CONT_150x2,R23,-2,7,333,1000,0.333,0.304478,0.3628,coarse
D_CONT_150x2,R23,-2,8,346,1000,0.346,0.317157,0.376022,coarse
D_CONT_150x2,R23,-2,9,331,1000,0.331,0.30253,0.360764,coarse
