organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,-4,-10,2444,5000,0.4888,0.474958,0.502659,coarse
B_CONT_50x6,R34,-4,-9,2482,5000,0.4964,0.482549,0.510256,coarse
B_CONT_50x6,R34,-4,-8,2489,5000,0.4978,0.483948,0.511655,coarse
B_CONT_50x6,R34,-4,-7,2455,5000,0.491,0.477155,0.504858,coarse
B_CONT_50x6,R34,-4,-6,2466,5000,0.4932,0.479353,0.507058,coarse
B_CONT_50x6,R34,-4,-5,2379,5000,0.4758,0.461981,0.489656,coarse
B_CONT_50x6,R34,-4,-4,2490,5000,0.498,0.484148,0.511855,coarse
B_CONT_50x6,R34,-4,-3,2470,5000,0.494,0.480152,0.507857,coarse
B_CONT_50x6,R34,-4,-2,2480,5000,0.496,0.48215,0.509856,coarse
B_CONT_50x6,R34,-4,-1,2407,5000,0.4814,0.46757,0.495258,coarse
B_CONT_50x6,R34,-4,0,2480,5000,0.496,0.48215,0.509856,coarse
B_CONT_50x6,R34,-4,1,2445,5000,0.489,0.475158,0.502859,coarse
B_CONT_50x6,R34,-4,2,2489,5000,0.4978,0.483948,0.511655,coarse
B_CONT_50x6,R34,-4,3,2429,5000,0.4858,0.471963,0.499659,coarse
B_CONT_50x6,R34,-4,4,2444,5000,0.4888,0.474958,0.502659,coarse
B_CONT_50x6,R34,-4,5,2503,5000,0.5006,0.486746,0.514453,coarse
B_CONT_50x6,R34,-4,6,2487,5000,0.4974,0.483548,0.511256,coarse
B_CONT_50x6,R34,-4,7,2401,5000,0.4802,0.466372,0.494058,coarse
B_CONT_50x6,R34,-4,8,2469,5000,0.4938,0.479952,0.507657,coarse
B_CONT_50x6,R34,-4,9,2445,5000,0.489,0.475158,0.502859,coarse
C_CONT_100x3,R34,-4,-10,965,2000,0.4825,0.460655,0.504412,coarse
C_CONT_100x3,R34,-4,-9,1032,2000,0.516,0.494088,0.53785,coarse
C_CONT_100x3,R34,-4,-8,985,2000,0.4925,0.470625,0.514404,coarse
C_CONT_100x3,R34,-4,-7,969,2000,0.4845,0.462648,0.506411,coarse
C_CONT_100x3,R34,-4,-6,994,2000,0.497,0.475114,0.518897,coarse
C_CONT_100x3,R34,-4,-5,984,2000,0.492,0.470126,0.513905,coarse
C_CONT_100x3,R34,-4,-4,1004,2000,0.502,0.480104,0.523888,coarse
C_CONT_100x3,R34,-4,-3,983,2000,0.4915,0.469627,0.513405,coarse
C_CONT_100x3,R34,-4,-2,987,2000,0.4935,0.471622,0.515403,coarse
C_CONT_100x3,R34,-4,-1,961,2000,0.4805,0.458662,0.502413,coarse
C_CONT_100x3,R34,-4,0,1000,2000,0.5,0.478108,0.521892,coarse
C_CONT_100x3,R34,-4,1,986,2000,0.493,0.471124,0.514903,coarse
C_CONT_100x3,R34,-4,2,955,2000,0.4775,0.455673,0.499413,coarse
C_CONT_100x3,R34,-4,3,946,2000,0.473,0.451192,0.494912,coarse
C_CONT_100x3,R34,-4,4,989,2000,0.4945,0.47262,0.516401,coarse
C_CONT_100x3,R34,-4,5,1007,2000,0.5035,0.481602,0.525385,coarse
C_CONT_100x3,R34,-4,6,986,2000,0.493,0.471124,0.514903,coarse
C_CONT_100x3,R34,-4,7,923,2000,0.4615,0.439747,0.483401,coarse
C_CONT_100x3,R34,-4,8,1000,2000,0.5,0.478108,0.521892,coarse
C_CONT_100x3,R34,-4,9,977,2000,0.4885,0.466636,0.510408,coarse
D_CONT_150x2,R34,-4,-10,474,1000,0.474,0.443211,0.504988,coarse
D_CONT_150x2,R34,-4,-9,496,1000,0.496,0.465086,0.526945,coarse
D_CONT_150x2,R34,-4,-8,498,1000,0.498,0.467078,0.528938,coarse
D_CONT_150x2,R34,-4,-7,470,1000,0.47,0.43924,0.50099,coarse
D_CONT_150x2,R34,-4,-6,506,1000,0.506,0.475049,0.536905,coarse
D_CONT_150x2,R34,-4,-5,462,1000,0.462,0.431304,0.492987,coarse
D_CONT_150x2,R34,-4,-4,504,1000,0.504,0.473055,0.534914,coarse
D_CONT_150x2,R34,-4,-3,496,1000,0.496,0.465086,0.526945,coarse
D_CONT_150x2,R34,-4,-2,497,1000,0.497,0.466082,0.527941,coarse
D_CONT_150x2,R34,-4,-1,482,1000,0.482,0.451158,0.512979,coarse
D_CONT_150x2,R34,-4,0,497,1000,0.497,0.466082,0.527941,coarse
D_CONT_150x2,R34,-4,1,510,1000,0.51,0.479037,0.540886,coarse
D_CONT_150x2,R34,-4,2,507,1000,0.507,0.476046,0.537901,coarse
D_CONT_150x2,R34,-4,3,499,1000,0.499,0.468073,0.529934,coarse
D_CONT_150x2,R34,-4,4,479,1000,0.479,0.448177,0.509984,coarse
D_CONT_150x2,R34,-4,5,498,1000,0.498,0.467078,0.528938,coarse
D_CONT_150x2,R34,-4,6,511,1000,0.511,0.480035,0.541881,coarse
D_CONT_150x2,R34,-4,7,493,1000,0.493,0.462099,0.523954,coarse
D_CONT_150x2,R34,-4,8,488,1000,0.488,0.457124,0.518967,coarse
D_CONT_150x2,R34,-4,9,517,1000,0.517,0.486022,0.547848,coarse
