organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R23,1,-10,47,11340,0.00414462,0.00311842,0.00550665,coarse
B_CONT_50x6,R23,1,-9,40,11340,0.00352734,0.00259158,0.00479934,coarse
B_CONT_50x6,R23,1,-8,41,11340,0.00361552,0.00266639,0.00490084,coarse
B_CONT_50x6,R23,1,-7,44,11340,0.00388007,0.00289176,0.00520439,coarse
B_CONT_50x6,R23,1,-6,39,11340,0.00343915,0.00251694,0.00469767,coarse
B_CONT_50x6,R23,1,-5,42,11340,0.0037037,0.00274136,0.00500217,coarse
B_CONT_50x6,R23,1,-4,48,11340,0.0042328,0.00319425,0.00560713,coarse
B_CONT_50x6,R23,1,-3,49,11340,0.00432099,0.00327019,0.00570749,coarse
B_CONT_50x6,R23,1,-2,47,11340,0.00414462,0.00311842,0.00550665,coarse
B_CONT_50x6,R23,1,-1,35,11340,0.00308642,0.00222016,0.00428923,coarse
B_CONT_50x6,R23,1,0,40,11340,0.00352734,0.00259158,0.00479934,coarse
B_CONT_50x6,R23,1,1,33,11340,0.00291005,0.00207294,0.00408383,coarse
B_CONT_50x6,R23,1,2,40,11340,0.00352734,0.00259158,0.00479934,coarse
B_CONT_50x6,R23,1,3,33,11340,0.00291005,0.00207294,0.00408383,coarse
B_CONT_50x6,R23,1,4,35,11340,0.00308642,0.00222016,0.00428923,coarse
B_CONT_50x6,R23,1,5,30,11340,0.0026455,0.00185379,0.00377406,coarse
B_CONT_50x6,R23,1,6,36,11340,0.0031746,0.00229407,0.00439163,coarse
B_CONT_50x6,R23,1,7,28,11340,0.00246914,0.00170893,0.00356631,coarse
B_CONT_50x6,R23,1,8,36,11340,0.0031746,0.00229407,0.00439163,coarse
B_CONT_50x6,R23,1,9,37,11340,0.00326279,0.00236818,0.00449383,coarse
C_CONT_100x3,R23,1,-10,27,4536,0.00595238,0.00409414,0.00864671,coarse
C_CONT_100x3,R23,1,-9,17,4536,0.0037478,0.00234132,0.0059941,coarse
C_CONT_100x3,R23,1,-8,19,4536,0.00418871,0.00268328,0.00653322,coarse
C_CONT_100x3,R23,1,-7,23,4536,0.00507055,0.00338122,0.00759746,coarse
C_CONT_100x3,R23,1,-6,21,4536,0.00462963,0.00303013,0.00706746,coarse
C_CONT_100x3,R23,1,-5,15,4536,0.00330688,0.00200508,0.00544924,coarse
C_CONT_100x3,R23,1,-4,20,4536,0.00440917,0.00285614,0.00680091,coarse
C_CONT_100x3,R23,1,-3,23,4536,0.00507055,0.00338122,0.00759746,coarse
C_CONT_100x3,R23,1,-2,21,4536,0.00462963,0.00303013,0.00706746,coarse
C_CONT_100x3,R23,1,-1,12,4536,0.0026455,0.00151402,0.00461867,coarse
C_CONT_100x3,R23,1,0,23,4536,0.00507055,0.00338122,0.00759746,coarse
C_CONT_100x3,R23,1,1,13,4536,0.00286596,0.00167569,0.00489754,coarse
C_CONT_100x3,R23,1,2,18,4536,0.00396825,0.00251164,0.00626432,coarse
C_CONT_100x3,R23,1,3,9,4536,0.00198413,0.00104423,0.00376684,coarse
C_CONT_100x3,R23,1,4,14,4536,0.00308642,0.00183945,0.00517433,coarse
C_CONT_100x3,R23,1,5,15,4536,0.00330688,0.00200508,0.00544924,coarse
C_CONT_100x3,R23,1,6,16,4536,0.00352734,0.00217242,0.00572245,coarse
C_CONT_100x3,R23,1,7,9,4536,0.00198413,0.00104423,0.00376684,coarse
C_CONT_100x3,R23,1,8,14,4536,0.00308642,0.00183945,0.00517433,coarse
C_CONT_100x3,R23,1,9,17,4536,0.0037478,0.00234132,0.0059941,coarse
D_CONT_150x2,R23,1,-10,6,2268,0.0026455,0.001213,0.00575996,coarse
D_CONT_150x2,R23,1,-9,6,2268,0.0026455,0.001213,0.00575996,coarse
D_CONT_150x2,R23,1,-8,4,2268,0.00176367,0.000686063,0.00452621,coarse
D_CONT_150x2,R23,1,-7,5,2268,0.00220459,0.000942023,0.00515059,coarse
D_CONT_150x2,R23,1,-6,8,2268,0.00352734,0.00178844,0.00694521,coarse
D_CONT_150x2,R23,1,-5,7,2268,0.00308642,0.00149587,0.00635744,coarse
D_CONT_150x2,R23,1,-4,8,2268,0.00352734,0.00178844,0.00694521,coarse
D_CONT_150x2,R23,1,-3,8,2268,0.00352734,0.00178844,0.00694521,coarse
D_CONT_150x2,R23,1,-2,7,2268,0.00308642,0.00149587,0.00635744,coarse
D_CONT_150x2,R23,1,-1,7,2268,0.00308642,0.00149587,0.00635744,coarse
D_CONT_150x2,R23,1,0,5,2268,0.00220459,0.000942023,0.00515059,coarse
D_CONT_150x2,R23,1,1,5,2268,0.00220459,0.000942023,0.00515059,coarse
D_CONT_150x2,R23,1,2,7,2268,0.00308642,0.00149587,0.00635744,coarse
D_CONT_150x2,R23,1,3,11,2268,0.00485009,0.00271039,0.00866429,coarse
D_CONT_150x2,R23,1,4,9,2268,0.00396825,0.00208913,0.00752486,coarse
D_CONT_150x2,R23,1,5,5,2268,0.00220459,0.000942023,0.00515059,coarse
D_CONT_150x2,R23,1,6,4,2268,0.00176367,0.000686063,0.00452621,coarse
D_CONT_150x2,R23,1,7,7,2268,0.00308642,0.00149587,0.00635744,coarse
D_CONT_150x2,R23,1,8,9,2268,0.00396825,0.00208913,0.00752486,coarse
D_CONT_150x2,R23,1,9,7,2268,0.00308642,0.00149587,0.00635744,coarse
