organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,-4.5,-10,2443,5000,0.4886,0.474759,0.502459,coarse
B_CONT_50x6,R34,-4.5,-9,2490,5000,0.498,0.484148,0.511855,coarse
B_CONT_50x6,R34,-4.5,-8,2476,5000,0.4952,0.481351,0.509057,coarse
B_CONT_50x6,R34,-4.5,-7,2452,5000,0.4904,0.476556,0.504259,coarse
B_CONT_50x6,R34,-4.5,-6,2515,5000,0.503,0.489144,0.516851,coarse
B_CONT_50x6,R34,-4.5,-5,2403,5000,0.4806,0.466772,0.494458,coarse
B_CONT_50x6,R34,-4.5,-4,2483,5000,0.4966,0.482749,0.510456,coarse
B_CONT_50x6,R34,-4.5,-3,2468,5000,0.4936,0.479752,0.507457,coarse
B_CONT_50x6,R34,-4.5,-2,2487,5000,0.4974,0.483548,0.511256,coarse
B_CONT_50x6,R34,-4.5,-1,2401,5000,0.4802,0.466372,0.494058,coarse
B_CONT_50x6,R34,-4.5,0,2494,5000,0.4988,0.484947,0.512655,coarse
B_CONT_50x6,R34,-4.5,1,2485,5000,0.497,0.483149,0.510856,coarse
B_CONT_50x6,R34,-4.5,2,2496,5000,0.4992,0.485347,0.513054,coarse
B_CONT_50x6,R34,-4.5,3,2425,5000,0.485,0.471164,0.498859,coarse
B_CONT_50x6,R34,-4.5,4,2428,5000,0.4856,0.471763,0.499459,coarse
B_CONT_50x6,R34,-4.5,5,2531,5000,0.5062,0.492343,0.520048,coarse
B_CONT_50x6,R34,-4.5,6,2492,5000,0.4984,0.484548,0.512255,coarse
B_CONT_50x6,R34,-4.5,7,2456,5000,0.4912,0.477355,0.505058,coarse
B_CONT_50x6,R34,-4.5,8,2489,5000,0.4978,0.483948,0.511655,coarse
B_CONT_50x6,R34,-4.5,9,2509,5000,0.5018,0.487945,0.515652,coarse
C_CONT_100x3,R34,-4.5,-10,962,2000,0.481,0.45916,0.502913,coarse
C_CONT_100x3,R34,-4.5,-9,1025,2000,0.5125,0.490591,0.534361,coarse
C_CONT_100x3,R34,-4.5,-8,971,2000,0.4855,0.463645,0.507411,coarse
C_CONT_100x3,R34,-4.5,-7,955,2000,0.4775,0.455673,0.499413,coarse
C_CONT_100x3,R34,-4.5,-6,1019,2000,0.5095,0.487594,0.53137,coarse
C_CONT_100x3,R34,-4.5,-5,969,2000,0.4845,0.462648,0.506411,coarse
C_CONT_100x3,R34,-4.5,-4,991,2000,0.4955,0.473617,0.5174,coarse
C_CONT_100x3,R34,-4.5,-3,981,2000,0.4905,0.46863,0.512406,coarse
C_CONT_100x3,R34,-4.5,-2,984,2000,0.492,0.470126,0.513905,coarse
C_CONT_100x3,R34,-4.5,-1,954,2000,0.477,0.455175,0.498913,coarse
C_CONT_100x3,R34,-4.5,0,996,2000,0.498,0.476112,0.519896,coarse
C_CONT_100x3,R34,-4.5,1,998,2000,0.499,0.47711,0.520894,coarse
C_CONT_100x3,R34,-4.5,2,962,2000,0.481,0.45916,0.502913,coarse
C_CONT_100x3,R34,-4.5,3,974,2000,0.487,0.46514,0.50891,coarse
C_CONT_100x3,R34,-4.5,4,973,2000,0.4865,0.464642,0.50841,coarse
C_CONT_100x3,R34,-4.5,5,1037,2000,0.5185,0.496587,0.540342,coarse
C_CONT_100x3,R34,-4.5,6,1000,2000,0.5,0.478108,0.521892,coarse
C_CONT_100x3,R34,-4.5,7,945,2000,0.4725,0.450694,0.494412,coarse
C_CONT_100x3,R34,-4.5,8,1018,2000,0.509,0.487094,0.530871,coarse
C_CONT_100x3,R34,-4.5,9,1000,2000,0.5,0.478108,0.521892,coarse
D_CONT_150x2,R34,-4.5,-10,465,1000,0.465,0.434279,0.495989,coarse
D_CONT_150x2,R34,-4.5,-9,512,1000,0.512,0.481033,0.542876,coarse
D_CONT_150x2,R34,-4.5,-8,496,1000,0.496,0.465086,0.526945,coarse
D_CONT_150x2,R34,-4.5,-7,479,1000,0.479,0.448177,0.509984,coarse
D_CONT_150x2,R34,-4.5,-6,519,1000,0.519,0.488019,0.549835,coarse
D_CONT_150x2,R34,-4.5,-5,485,1000,0.485,0.454141,0.515974,coarse
D_CONT_150x2,R34,-4.5,-4,499,1000,0.499,0.468073,0.529934,coarse
D_CONT_150x2,R34,-4.5,-3,509,1000,0.509,0.47804,0.539891,coarse
D_CONT_150x2,R34,-4.5,-2,511,1000,0.511,0.480035,0.541881,coarse
D_CONT_150x2,R34,-4.5,-1,487,1000,0.487,0.45613,0.51797,coarse
D_CONT_150x2,R34,-4.5,0,518,1000,0.518,0.487021,0.548842,coarse
D_CONT_150x2,R34,-4.5,1,497,1000,0.497,0.466082,0.527941,coarse
D_CONT_150x2,R34,-4.5,2,515,1000,0.515,0.484026,0.545859,coarse
D_CONT_150x2,R34,-4.5,3,492,1000,0.492,0.461104,0.522957,coarse
D_CONT_150x2,R34,-4.5,4,478,1000,0.478,0.447184,0.508985,coarse
D_CONT_150x2,R34,-4.5,5,498,1000,0.498,0.467078,0.528938,coarse
D_CONT_150x2,R34,-4.5,6,505,1000,0.505,0.474052,0.53591,coarse
D_CONT_150x2,R34,-4.5,7,501,1000,0.501,0.470066,0.531927,coarse
D_CONT_150x2,R34,-4.5,8,475,1000,0.475,0.444204,0.505988,coarse
D_CONT_150x2,R34,-4.5,9,518,1000,0.518,0.487021,0.548842,coarse
