organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,3.5,-10,8,250000,3.2e-05,1.62153e-05,6.31493e-05,coarse
B_CONT_50x6,R34,3.5,-9,12,250000,4.8e-05,2.74592e-05,8.39049e-05,coarse
B_CONT_50x6,R34,3.5,-8,8,250000,3.2e-05,1.62153e-05,6.31493e-05,coarse
B_CONT_50x6,R34,3.5,-7,15,250000,6e-05,3.63627e-05,9.90011e-05,coarse
B_CONT_50x6,R34,3.5,-6,12,250000,4.8e-05,2.74592e-05,8.39049e-05,coarse
B_CONT_50x6,R34,3.5,-5,13,250000,5.2e-05,3.03907e-05,8.89733e-05,coarse
B_CONT_50x6,R34,3.5,-4,12,250000,4.8e-05,2.74592e-05,8.39049e-05,coarse
B_CONT_50x6,R34,3.5,-3,14,250000,5.6e-05,3.33597e-05,9.40042e-05,coarse
B_CONT_50x6,R34,3.5,-2,12,250000,4.8e-05,2.74592e-05,8.39049e-05,coarse
B_CONT_50x6,R34,3.5,-1,10,250000,4e-05,2.17281e-05,7.36363e-05,coarse
B_CONT_50x6,R34,3.5,0,9,250000,3.6e-05,1.89404e-05,6.84241e-05,coarse
B_CONT_50x6,R34,3.5,1,7,250000,2.8e-05,1.35635e-05,5.78012e-05,coarse
B_CONT_50x6,R34,3.5,2,4,250000,1.6e-05,6.2221e-06,4.1143e-05,coarse
B_CONT_50x6,R34,3.5,3,5,250000,2e-05,8.54283e-06,4.68222e-05,coarse
B_CONT_50x6,R34,3.5,4,9,250000,3.6e-05,1.89404e-05,6.84241e-05,coarse
B_CONT_50x6,R34,3.5,5,4,250000,1.6e-05,6.2221e-06,4.1143e-05,coarse
B_CONT_50x6,R34,3.5,6,5,250000,2e-05,8.54283e-06,4.68222e-05,coarse
B_CONT_50x6,R34,3.5,7,9,250000,3.6e-05,1.89404e-05,6.84241e-05,coarse
B_CONT_50x6,R34,3.5,8,8,250000,3.2e-05,1.62153e-05,6.31493e-05,coarse
B_CONT_50x6,R34,3.5,9,5,250000,2e-05,8.54283e-06,4.68222e-05,coarse
C_CONT_100x3,R34,3.5,-10,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse
C_CONT_100x3,R34,3.5,-9,6,100000,6e-05,2.74988e-05,0.00013091,coarse
C_CONT_100x3,R34,3.5,-8,3,100000,3e-05,1.02028e-05,8.8208e-05,coarse
C_CONT_100x3,R34,3.5,-7,5,100000,5e-05,2.13572e-05,0.000117052,coarse
C_CONT_100x3,R34,3.5,-6,6,100000,6e-05,2.74988e-05,0.00013091,coarse
C_CONT_100x3,R34,3.5,-5,6,100000,6e-05,2.74988e-05,0.00013091,coarse
C_CONT_100x3,R34,3.5,-4,6,100000,6e-05,2.74988e-05,0.00013091,coarse
C_CONT_100x3,R34,3.5,-3,6,100000,6e-05,2.74988e-05,0.00013091,coarse
C_CONT_100x3,R34,3.5,-2,6,100000,6e-05,2.74988e-05,0.00013091,coarse
C_CONT_100x3,R34,3.5,-1,6,100000,6e-05,2.74988e-05,0.00013091,coarse
