organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,-2,-10,2190,5000,0.438,0.424301,0.451794,coarse
B_CONT_50x6,R34,-2,-9,2227,5000,0.4454,0.431671,0.459213,coarse
B_CONT_50x6,R34,-2,-8,2211,5000,0.4422,0.428483,0.456005,coarse
B_CONT_50x6,R34,-2,-7,2133,5000,0.4266,0.412953,0.44036,coarse
B_CONT_50x6,R34,-2,-6,2202,5000,0.4404,0.426691,0.454201,coarse
B_CONT_50x6,R34,-2,-5,2145,5000,0.429,0.415341,0.442768,coarse
B_CONT_50x6,R34,-2,-4,2254,5000,0.4508,0.437051,0.464624,coarse
B_CONT_50x6,R34,-2,-3,2236,5000,0.4472,0.433464,0.461017,coarse
B_CONT_50x6,R34,-2,-2,2208,5000,0.4416,0.427886,0.455404,coarse
B_CONT_50x6,R34,-2,-1,2236,5000,0.4472,0.433464,0.461017,coarse
B_CONT_50x6,R34,-2,0,2230,5000,0.446,0.432269,0.459814,coarse
B_CONT_50x6,R34,-2,1,2218,5000,0.4436,0.429878,0.457409,coarse
B_CONT_50x6,R34,-2,2,2224,5000,0.4448,0.431073,0.458611,coarse
B_CONT_50x6,R34,-2,3,2202,5000,0.4404,0.426691,0.454201,coarse
B_CONT_50x6,R34,-2,4,2221,5000,0.4442,0.430476,0.45801,coarse
B_CONT_50x6,R34,-2,5,2265,5000,0.453,0.439244,0.466829,coarse
B_CONT_50x6,R34,-2,6,2163,5000,0.4326,0.418924,0.446379,coarse
B_CONT_50x6,R34,-2,7,2180,5000,0.436,0.422309,0.449789,coarse
B_CONT_50x6,R34,-2,8,2181,5000,0.4362,0.422508,0.44999,coarse
B_CONT_50x6,R34,-2,9,2230,5000,0.446,0.432269,0.459814,coarse
C_CONT_100x3,R34,-2,-10,898,2000,0.449,0.42732,0.470876,coarse
C_CONT_100x3,R34,-2,-9,907,2000,0.4535,0.431792,0.475386,coarse
C_CONT_100x3,R34,-2,-8,881,2000,0.4405,0.418877,0.462351,coarse
C_CONT_100x3,R34,-2,-7,856,2000,0.428,0.406474,0.449802,coarse
C_CONT_100x3,R34,-2,-6,903,2000,0.4515,0.429804,0.473382,coarse
C_CONT_100x3,R34,-2,-5,875,2000,0.4375,0.415899,0.45934,coarse
C_CONT_100x3,R34,-2,-4,930,2000,0.465,0.443229,0.486906,coarse
C_CONT_100x3,R34,-2,-3,908,2000,0.454,0.432289,0.475888,coarse
C_CONT_100x3,R34,-2,-2,888,2000,0.444,0.422353,0.465862,coarse
C_CONT_100x3,R34,-2,-1,905,2000,0.4525,0.430798,0.474384,coarse
C_CONT_100x3,R34,-2,0,929,2000,0.4645,0.442731,0.486405,coarse
C_CONT_100x3,R34,-2,1,903,2000,0.4515,0.429804,0.473382,coarse
C_CONT_100x3,R34,-2,2,895,2000,0.4475,0.425829,0.469372,coarse
C_CONT_100x3,R34,-2,3,880,2000,0.44,0.418381,0.461849,coarse
C_CONT_100x3,R34,-2,4,915,2000,0.4575,0.435769,0.479394,coarse
C_CONT_100x3,R34,-2,5,952,2000,0.476,0.454179,0.497913,coarse
C_CONT_100x3,R34,-2,6,859,2000,0.4295,0.407961,0.451309,coarse
C_CONT_100x3,R34,-2,7,856,2000,0.428,0.406474,0.449802,coarse
C_CONT_100x3,R34,-2,8,889,2000,0.4445,0.422849,0.466363,coarse
C_CONT_100x3,R34,-2,9,899,2000,0.4495,0.427816,0.471377,coarse
D_CONT_150x2,R34,-2,-10,429,1000,0.429,0.398654,0.45989,coarse
D_CONT_150x2,R34,-2,-9,459,1000,0.459,0.42833,0.489984,coarse
D_CONT_150x2,R34,-2,-8,458,1000,0.458,0.427339,0.488982,coarse
D_CONT_150x2,R34,-2,-7,421,1000,0.421,0.390759,0.451846,coarse
D_CONT_150x2,R34,-2,-6,450,1000,0.45,0.419415,0.480967,coarse
D_CONT_150x2,R34,-2,-5,421,1000,0.421,0.390759,0.451846,coarse
D_CONT_150x2,R34,-2,-4,438,1000,0.438,0.407545,0.46893,coarse
D_CONT_150x2,R34,-2,-3,446,1000,0.446,0.415456,0.476957,coarse
D_CONT_150x2,R34,-2,-2,449,1000,0.449,0.418425,0.479965,coarse
D_CONT_150x2,R34,-2,-1,425,1000,0.425,0.394705,0.455869,coarse
D_CONT_150x2,R34,-2,0,458,1000,0.458,0.427339,0.488982,coarse
D_CONT_150x2,R34,-2,1,447,1000,0.447,0.416446,0.47796,coarse
D_CONT_150x2,R34,-2,2,429,1000,0.429,0.398654,0.45989,coarse
D_CONT_150x2,R34,-2,3,439,1000,0.439,0.408533,0.469934,coarse
D_CONT_150x2,R34,-2,4,448,1000,0.448,0.417436,0.478962,coarse
D_CONT_150x2,R34,-2,5,470,1000,0.47,0.43924,0.50099,coarse
D_CONT_150x2,R34,-2,6,446,1000,0.446,0.415456,0.476957,coarse
D_CONT_150x2,R34,-2,7,459,1000,0.459,0.42833,0.489984,coarse
D_CONT_150x2,R34,-2,8,430,1000,0.43,0.399641,0.460895,coarse
D_CONT_150x2,R34,-2,9,465,1000,0.465,0.434279,0.495989,coarse
