organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R23,-3,-10,2127,5000,0.4254,0.411758,0.439156,coarse
B_CONT_50x6,R23,-3,-9,2109,5000,0.4218,0.408177,0.435543,coarse
B_CONT_50x6,R23,-3,-8,2129,5000,0.4258,0.412157,0.439557,coarse
B_CONT_50x6,R23,-3,-7,2086,5000,0.4172,0.403601,0.430926,coarse
B_CONT_50x6,R23,-3,-6,2180,5000,0.436,0.422309,0.449789,coarse
B_CONT_50x6,R23,-3,-5,2115,5000,0.423,0.409371,0.436748,coarse
B_CONT_50x6,R23,-3,-4,2262,5000,0.4524,0.438646,0.466227,coarse
B_CONT_50x6,R23,-3,-3,2130,5000,0.426,0.412356,0.439758,coarse
B_CONT_50x6,R23,-3,-2,2202,5000,0.4404,0.426691,0.454201,coarse
B_CONT_50x6,R23,-3,-1,2094,5000,0.4188,0.405192,0.432532,coarse
B_CONT_50x6,R23,-3,0,2129,5000,0.4258,0.412157,0.439557,coarse
B_CONT_50x6,R23,-3,1,2157,5000,0.4314,0.41773,0.445175,coarse
B_CONT_50x6,R23,-3,2,2201,5000,0.4402,0.426492,0.454,coarse
B_CONT_50x6,R23,-3,3,2159,5000,0.4318,0.418128,0.445577,coarse
B_CONT_50x6,R23,-3,4,2182,5000,0.4364,0.422708,0.45019,coarse
B_CONT_50x6,R23,-3,5,2143,5000,0.4286,0.414943,0.442367,coarse
B_CONT_50x6,R23,-3,6,2152,5000,0.4304,0.416734,0.444172,coarse
B_CONT_50x6,R23,-3,7,2062,5000,0.4124,0.398828,0.426107,coarse
B_CONT_50x6,R23,-3,8,2211,5000,0.4422,0.428483,0.456005,coarse
B_CONT_50x6,R23,-3,9,2139,5000,0.4278,0.414147,0.441564,coarse
C_CONT_100x3,R23,-3,-10,875,2000,0.4375,0.415899,0.45934,coarse
C_CONT_100x3,R23,-3,-9,852,2000,0.426,0.40449,0.447793,coarse
C_CONT_100x3,R23,-3,-8,861,2000,0.4305,0.408953,0.452313,coarse
C_CONT_100x3,R23,-3,-7,846,2000,0.423,0.401516,0.444779,coarse
C_CONT_100x3,R23,-3,-6,897,2000,0.4485,0.426823,0.470375,coarse
C_CONT_100x3,R23,-3,-5,875,2000,0.4375,0.415899,0.45934,coarse
C_CONT_100x3,R23,-3,-4,926,2000,0.463,0.441239,0.484903,coarse
C_CONT_100x3,R23,-3,-3,866,2000,0.433,0.411433,0.454823,coarse
C_CONT_100x3,R23,-3,-2,865,2000,0.4325,0.410937,0.454321,coarse
C_CONT_100x3,R23,-3,-1,847,2000,0.4235,0.402012,0.445281,coarse
C_CONT_100x3,R23,-3,0,854,2000,0.427,0.405482,0.448798,coarse
C_CONT_100x3,R23,-3,1,896,2000,0.448,0.426326,0.469873,coarse
C_CONT_100x3,R23,-3,2,889,2000,0.4445,0.422849,0.466363,coarse
C_CONT_100x3,R23,-3,3,873,2000,0.4365,0.414907,0.458337,coarse
C_CONT_100x3,R23,-3,4,872,2000,0.436,0.41441,0.457835,coarse
C_CONT_100x3,R23,-3,5,866,2000,0.433,0.411433,0.454823,coarse
C_CONT_100x3,R23,-3,6,852,2000,0.426,0.40449,0.447793,coarse
C_CONT_100x3,R23,-3,7,845,2000,0.4225,0.401021,0.444277,coarse
C_CONT_100x3,R23,-3,8,885,2000,0.4425,0.420863,0.464357,coarse
C_CONT_100x3,R23,-3,9,869,2000,0.4345,0.412922,0.456329,coarse
D_CONT_150x2,R23,-3,-10,416,1000,0.416,0.385829,0.446814,coarse
D_CONT_150x2,R23,-3,-9,412,1000,0.412,0.381887,0.442786,coarse
D_CONT_150x2,R23,-3,-8,439,1000,0.439,0.408533,0.469934,coarse
D_CONT_150x2,R23,-3,-7,412,1000,0.412,0.381887,0.442786,coarse
D_CONT_150x2,R23,-3,-6,426,1000,0.426,0.395692,0.456874,coarse
D_CONT_150x2,R23,-3,-5,410,1000,0.41,0.379917,0.440772,coarse
D_CONT_150x2,R23,-3,-4,455,1000,0.455,0.424367,0.485978,coarse
D_CONT_150x2,R23,-3,-3,437,1000,0.437,0.406556,0.467926,coarse
D_CONT_150x2,R23,-3,-2,441,1000,0.441,0.410511,0.471941,coarse
D_CONT_150x2,R23,-3,-1,425,1000,0.425,0.394705,0.455869,coarse
D_CONT_150x2,R23,-3,0,415,1000,0.415,0.384843,0.445807,coarse
D_CONT_150x2,R23,-3,1,426,1000,0.426,0.395692,0.456874,coarse
D_CONT_150x2,R23,-3,2,444,1000,0.444,0.413478,0.474951,coarse
D_CONT_150x2,R23,-3,3,453,1000,0.453,0.422386,0.483974,coarse
D_CONT_150x2,R23,-3,4,422,1000,0.422,0.391745,0.452852,coarse
D_CONT_150x2,R23,-3,5,425,1000,0.425,0.394705,0.455869,coarse
D_CONT_150x2,R23,-3,6,440,1000,0.44,0.409522,0.470937,coarse
D_CONT_150x2,R23,-3,7,429,1000,0.429,0.398654,0.45989,coarse
D_CONT_150x2,R23,-3,8,420,1000,0.42,0.389773,0.45084,coarse
D_CONT_150x2,R23,-3,9,436,1000,0.436,0.405568,0.466922,coarse
