organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R34,-1.5,-10,1984,5000,0.3968,0.383324,0.410435,coarse
B_CONT_50x6,R34,-1.5,-9,2008,5000,0.4016,0.388093,0.415259,coarse
B_CONT_50x6,R34,-1.5,-8,1986,5000,0.3972,0.383721,0.410837,coarse
B_CONT_50x6,R34,-1.5,-7,1964,5000,0.3928,0.37935,0.406414,coarse
B_CONT_50x6,R34,-1.5,-6,1990,5000,0.398,0.384516,0.411641,coarse
B_CONT_50x6,R34,-1.5,-5,1939,5000,0.3878,0.374385,0.401387,coarse
B_CONT_50x6,R34,-1.5,-4,2038,5000,0.4076,0.394056,0.421286,coarse
B_CONT_50x6,R34,-1.5,-3,1998,5000,0.3996,0.386105,0.413249,coarse
B_CONT_50x6,R34,-1.5,-2,2019,5000,0.4038,0.390279,0.417469,coarse
B_CONT_50x6,R34,-1.5,-1,1991,5000,0.3982,0.384714,0.411842,coarse
B_CONT_50x6,R34,-1.5,0,2027,5000,0.4054,0.391869,0.419076,coarse
B_CONT_50x6,R34,-1.5,1,2011,5000,0.4022,0.388689,0.415861,coarse
B_CONT_50x6,R34,-1.5,2,2043,5000,0.4086,0.39505,0.422291,coarse
B_CONT_50x6,R34,-1.5,3,1991,5000,0.3982,0.384714,0.411842,coarse
B_CONT_50x6,R34,-1.5,4,1980,5000,0.396,0.382529,0.409631,coarse
B_CONT_50x6,R34,-1.5,5,2049,5000,0.4098,0.396243,0.423496,coarse
B_CONT_50x6,R34,-1.5,6,1965,5000,0.393,0.379549,0.406615,coarse
B_CONT_50x6,R34,-1.5,7,1967,5000,0.3934,0.379946,0.407017,coarse
B_CONT_50x6,R34,-1.5,8,2008,5000,0.4016,0.388093,0.415259,coarse
B_CONT_50x6,R34,-1.5,9,2063,5000,0.4126,0.399027,0.426308,coarse
C_CONT_100x3,R34,-1.5,-10,820,2000,0.41,0.388637,0.431708,coarse
C_CONT_100x3,R34,-1.5,-9,824,2000,0.412,0.390618,0.43372,coarse
C_CONT_100x3,R34,-1.5,-8,801,2000,0.4005,0.379236,0.422146,coarse
C_CONT_100x3,R34,-1.5,-7,789,2000,0.3945,0.373302,0.416102,coarse
C_CONT_100x3,R34,-1.5,-6,837,2000,0.4185,0.397056,0.440256,coarse
C_CONT_100x3,R34,-1.5,-5,805,2000,0.4025,0.381214,0.42416,coarse
C_CONT_100x3,R34,-1.5,-4,859,2000,0.4295,0.407961,0.451309,coarse
C_CONT_100x3,R34,-1.5,-3,812,2000,0.406,0.384678,0.427683,coarse
C_CONT_100x3,R34,-1.5,-2,832,2000,0.416,0.39458,0.437743,coarse
C_CONT_100x3,R34,-1.5,-1,821,2000,0.4105,0.389132,0.432211,coarse
C_CONT_100x3,R34,-1.5,0,867,2000,0.4335,0.41193,0.455325,coarse
C_CONT_100x3,R34,-1.5,1,817,2000,0.4085,0.387152,0.430198,coarse
C_CONT_100x3,R34,-1.5,2,844,2000,0.422,0.400525,0.443774,coarse
C_CONT_100x3,R34,-1.5,3,816,2000,0.408,0.386657,0.429695,coarse
C_CONT_100x3,R34,-1.5,4,833,2000,0.4165,0.395075,0.438245,coarse
C_CONT_100x3,R34,-1.5,5,885,2000,0.4425,0.420863,0.464357,coarse
C_CONT_100x3,R34,-1.5,6,796,2000,0.398,0.376763,0.419628,coarse
C_CONT_100x3,R34,-1.5,7,783,2000,0.3915,0.370337,0.413079,coarse
C_CONT_100x3,R34,-1.5,8,829,2000,0.4145,0.393094,0.436234,coarse
C_CONT_100x3,R34,-1.5,9,866,2000,0.433,0.411433,0.454823,coarse
D_CONT_150x2,R34,-1.5,-10,385,1000,0.385,0.355336,0.415544,coarse
D_CONT_150x2,R34,-1.5,-9,425,1000,0.425,0.394705,0.455869,coarse
D_CONT_150x2,R34,-1.5,-8,421,1000,0.421,0.390759,0.451846,coarse
D_CONT_150x2,R34,-1.5,-7,395,1000,0.395,0.365158,0.425645,coarse
D_CONT_150x2,R34,-1.5,-6,401,1000,0.401,0.371058,0.431699,coarse
D_CONT_150x2,R34,-1.5,-5,386,1000,0.386,0.356317,0.416555,coarse
D_CONT_150x2,R34,-1.5,-4,408,1000,0.408,0.377948,0.438756,coarse
D_CONT_150x2,R34,-1.5,-3,399,1000,0.399,0.369091,0.429682,coarse
D_CONT_150x2,R34,-1.5,-2,412,1000,0.412,0.381887,0.442786,coarse
D_CONT_150x2,R34,-1.5,-1,387,1000,0.387,0.357299,0.417566,coarse
D_CONT_150x2,R34,-1.5,0,400,1000,0.4,0.370075,0.430691,coarse
D_CONT_150x2,R34,-1.5,1,423,1000,0.423,0.392732,0.453858,coarse
D_CONT_150x2,R34,-1.5,2,385,1000,0.385,0.355336,0.415544,coarse
D_CONT_150x2,R34,-1.5,3,381,1000,0.381,0.35141,0.4115,coarse
D_CONT_150x2,R34,-1.5,4,386,1000,0.386,0.356317,0.416555,coarse
D_CONT_150x2,R34,-1.5,5,419,1000,0.419,0.388787,0.449833,coarse
D_CONT_150x2,R34,-1.5,6,408,1000,0.408,0.377948,0.438756,coarse
D_CONT_150x2,R34,-1.5,7,420,1000,0.42,0.389773,0.45084,coarse
D_CONT_150x2,R34,-1.5,8,384,1000,0.384,0.354354,0.414534,coarse
D_CONT_150x2,R34,-1.5,9,408,1000,0.408,0.377948,0.438756,coarse
