caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,20,5.000000,segmentCount,0,0,0,0
BCH-B200,20,5.000000,initialSyndromeCount,0,0,0,0
BCH-B200,20,5.000000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,20,5.000000,syndromeCalculationCount,0,0,0,0
BCH-B200,20,5.000000,syndromeBitTestCount,0,0,0,0
BCH-B200,20,5.000000,syndromeXorCount,0,0,0,0
BCH-B200,20,5.000000,syndromeShiftCount,0,0,0,0
BCH-B200,20,5.000000,tableLookupCount,0,0,0,0
BCH-B200,20,5.000000,lookupHitCount,0,0,0,0
BCH-B200,20,5.000000,lookupMissCount,0,0,0,0
BCH-B200,20,5.000000,bitFlipCount,73773,1.47546,4,6
BCH-B200,20,5.000000,postSyndromeCheckCount,50000,1,1,1
BCH-B200,20,5.000000,correctedSegmentCount,0,0,0,0
BCH-B200,20,5.000000,failedSegmentCount,0,0,0,0
BCH-B200,20,5.000000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,20,5.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,20,5.000000,syndromeValueCount,600000,12,12,12
BCH-B200,20,5.000000,syndromeEvaluationCount,153000000,3060,3060,3060
BCH-B200,20,5.000000,bmIterationCount,464760,9.2951999999999995,12,12
BCH-B200,20,5.000000,bmDiscrepancyCount,464760,9.2951999999999995,12,12
BCH-B200,20,5.000000,bmLocatorUpdateCount,92686,1.85372,7,16
BCH-B200,20,5.000000,bmPolynomialCopyCount,73958,1.47916,4,6
BCH-B200,20,5.000000,chienPositionTestCount,9876150,197.523,255,255
BCH-B200,20,5.000000,chienPolynomialEvaluationCount,9876150,197.523,255,255
BCH-B200,20,5.000000,chienRootCount,73821,1.4764200000000001,4,6
BCH-B200,20,5.000000,gfAddCount,178324134,3566.4826800000001,4279,5221
BCH-B200,20,5.000000,gfMultiplyCount,29548074,590.96148000000005,1314,1837
BCH-B200,20,5.000000,gfDivideCount,73958,1.47916,4,6
BCH-B200,20,5.000000,gfInverseCount,0,0,0,0
BCH-B200,20,5.000000,locatorDegree,74013,1.4802599999999999,4,6
BCH-B200,20,5.000000,rootCount,73821,1.4764200000000001,4,6
BCH-B200,20,5.000000,decoderFailureCount,40,0.00080000000000000004,0,1
BCH-B200,20,5.000000,miscorrectionCount,0,0,0,0
