caseName,sourcePayloadEbN0Db,frameRotationDeg,payloadLength,encodedLength,frameRate,snrDb,processedFrames,processedPayloadBits,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,channelHardBER,avgDecodeTimeUs,avgTotalReceiverTimeUs,aggregation,seriesLabel,visualStyleKey,plotted,omissionReason
BCH-B200,3.5,30,200,248,0.80645161290322576,2.565783148377649,20000,4000000,1777814,18904,0.4444535,0.9452,1096,0.0548,1113,0.05565,17,0.00085,18887,0.94435,0.46081189516129034,39.12565500000004,88.97002499999994,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,3.7000000000000002,30,200,248,0.80645161290322576,2.7657831483776492,20000,4000000,1775476,18413,0.443869,0.92065,1587,0.07935,1607,0.08035,20,0.001,18393,0.91965,0.4606727822580645,36.977879999999985,85.26670999999983,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,3.8999999999999999,30,200,248,0.80645161290322576,2.9657831483776489,20000,4000000,1770672,17934,0.442668,0.8967,2066,0.1033,2080,0.104,14,0.0007,17920,0.896,0.46001512096774194,36.992285,84.85701000000002,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,4.0999999999999996,30,200,248,0.80645161290322576,3.1657831483776486,20000,4000000,1771928,17407,0.442982,0.87035,2593,0.12965,2617,0.13085,24,0.0012,17383,0.86915,0.4605524193548387,38.457735000000035,87.84070500000003,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,4.2999999999999998,30,200,248,0.80645161290322576,3.3657831483776488,20000,4000000,1767499,16837,0.44187475,0.84185,3163,0.15815,3180,0.159,17,0.00085,16820,0.841,0.45991995967741933,39.437065000000004,90.01540000000003,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,4.5,30,200,248,0.80645161290322576,3.565783148377649,20000,4000000,1766268,16447,0.441567,0.82235,3553,0.17765,3568,0.1784,15,0.00075,16432,0.8216,0.45990181451612905,50.517134999999904,110.35039500000009,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,4.7000000000000002,30,200,248,0.80645161290322576,3.7657831483776492,20000,4000000,1764183,15957,0.44104575,0.79785,4043,0.20215,4059,0.20295,16,0.0008,15941,0.79705,0.4595518145161291,45.916365,103.60591500000008,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,4.9000000000000004,30,200,248,0.80645161290322576,3.9657831483776493,20000,4000000,1763744,15652,0.440936,0.7826,4348,0.2174,4367,0.21835,19,0.00095,15633,0.78165,0.45953588709677423,45.21522999999991,103.64924500000001,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,5.0999999999999996,30,200,248,0.80645161290322576,4.1657831483776491,20000,4000000,1764701,15397,0.44117525,0.76985,4603,0.23015,4629,0.23145,26,0.0013,15371,0.76855,0.45957741935483865,44.67158999999994,101.28841500000009,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,5.2999999999999998,30,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,1763829,15220,0.44095725,0.761,4780,0.239,4793,0.23965,13,0.00065,15207,0.76035,0.4592542338709678,41.15143000000002,94.68126500000007,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,5.5,30,200,248,0.80645161290322576,4.5657831483776494,23288,4657600,1764787,15200,0.37890480075575406,0.6526966678117485,8088,0.34730333218825143,8103,0.34794744074201306,15,0.000644108553761594,15185,0.652052559257987,0.39602200634966367,41.4064153211955,96.34232222603909,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,5.7000000000000002,30,200,248,0.80645161290322576,4.7657831483776496,30870,6174000,1767081,15200,0.28621331389698734,0.49238743116294137,15670,0.5076125688370586,15684,0.5080660835762877,16,0.0005183025591188856,15186,0.49193391642371237,0.30109891114663995,34.918098477486176,83.43034661483652,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,5.9000000000000004,30,200,248,0.80645161290322576,4.9657831483776498,49977,9995400,1767886,15200,0.17686996018168358,0.30413990435600374,34777,0.6958600956439962,34790,0.6961202152990376,13,0.000260119655041319,15187,0.30387978470096244,0.18904034565577582,32.362612801888915,79.28966324509274,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,6.0999999999999996,30,200,248,0.80645161290322576,5.1657831483776491,65000,13000000,1766996,15150,0.13592276923076924,0.23307692307692307,49850,0.7669230769230769,49868,0.7672,18,0.00027692307692307695,15132,0.2328,0.14637183622828784,39.755970769230736,97.51210461538375,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,6.2999999999999998,30,200,248,0.80645161290322576,5.3657831483776492,65000,13000000,1767872,15050,0.13599015384615384,0.23153846153846153,49950,0.7684615384615384,49968,0.7687384615384616,18,0.00027692307692307695,15032,0.23126153846153846,0.1456701612903226,40.92038153846166,99.43726153846106,RAW_COUNTS,BCH-B200 / 30,BCH-B200|30|#d62728|-|s,true,
BCH-B200,3.5,60,200,248,0.80645161290322576,2.565783148377649,20000,4000000,2034894,19989,0.5087235,0.99945,11,0.00055,34,0.0017,23,0.00115,19966,0.9983,0.5391969758064515,42.063895000000024,95.74902499999999,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,3.7000000000000002,60,200,248,0.80645161290322576,2.7657831483776492,20000,4000000,2035604,19971,0.508901,0.99855,29,0.00145,46,0.0023,17,0.00085,19954,0.9977,0.5394397177419356,47.24145999999996,105.04621000000006,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,3.8999999999999999,60,200,248,0.80645161290322576,2.9657831483776489,20000,4000000,2034103,19960,0.50852575,0.998,40,0.002,62,0.0031,22,0.0011,19938,0.9969,0.5393691532258065,37.087075,85.06565499999996,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,4.0999999999999996,60,200,248,0.80645161290322576,3.1657831483776486,20000,4000000,2037163,19923,0.50929075,0.99615,77,0.00385,95,0.00475,18,0.0009,19905,0.99525,0.5401324596774193,36.07915499999995,82.95936499999996,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,4.2999999999999998,60,200,248,0.80645161290322576,3.3657831483776488,20000,4000000,2035080,19868,0.50877,0.9934,132,0.0066,151,0.00755,20,0.001,19849,0.99245,0.5398221774193548,36.21930999999995,82.98076499999996,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,4.5,60,200,248,0.80645161290322576,3.565783148377649,20000,4000000,2035487,19778,0.50887175,0.9889,222,0.0111,242,0.0121,23,0.00115,19758,0.9879,0.5401804435483871,35.84784000000001,82.52212999999989,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,4.7000000000000002,60,200,248,0.80645161290322576,3.7657831483776492,20000,4000000,2034258,19634,0.5085645,0.9817,366,0.0183,391,0.01955,26,0.0013,19609,0.98045,0.5402439516129032,52.59221999999993,117.25183500000001,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,4.9000000000000004,60,200,248,0.80645161290322576,3.9657831483776493,20000,4000000,2034304,19459,0.508576,0.97295,541,0.02705,551,0.02755,12,0.0006,19449,0.97245,0.540523185483871,58.03249500000004,125.72615999999982,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,5.0999999999999996,60,200,248,0.80645161290322576,4.1657831483776491,20000,4000000,2034963,19178,0.50874075,0.9589,822,0.0411,829,0.04145,12,0.0006,19171,0.95855,0.5407681451612903,50.64281999999999,118.14385999999989,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,5.2999999999999998,60,200,248,0.80645161290322576,4.3657831483776492,20000,4000000,2033640,18849,0.50841,0.94245,1151,0.05755,1168,0.0584,23,0.00115,18832,0.9416,0.540729435483871,45.493444999999994,101.49591500000002,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,5.5,60,200,248,0.80645161290322576,4.5657831483776494,20000,4000000,2031974,18407,0.5079935,0.92035,1593,0.07965,1607,0.08035,28,0.0014,18393,0.91965,0.5409129032258064,53.07002000000004,119.22480000000004,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,5.7000000000000002,60,200,248,0.80645161290322576,4.7657831483776496,20000,4000000,2033583,17981,0.50839575,0.89905,2019,0.10095,2034,0.1017,19,0.00095,17966,0.8983,0.5414252016129032,58.03111999999992,135.62825500000005,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,5.9000000000000004,60,200,248,0.80645161290322576,4.9657831483776498,20000,4000000,2031163,17539,0.50779075,0.87695,2461,0.12305,2478,0.1239,30,0.0015,17522,0.8761,0.5412862903225807,47.34928499999996,104.85467499999993,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,6.0999999999999996,60,200,248,0.80645161290322576,5.1657831483776491,20000,4000000,2029506,17085,0.5073765,0.85425,2915,0.14575,2919,0.14595,20,0.001,17081,0.85405,0.5411173387096775,43.734444999999965,98.0318449999999,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B200,6.2999999999999998,60,200,248,0.80645161290322576,5.3657831483776492,20000,4000000,2029839,16670,0.50745975,0.8335,3330,0.1665,3331,0.16655,14,0.0007,16669,0.83345,0.5413520161290323,42.158754999999914,97.57898500000026,RAW_COUNTS,BCH-B200 / 60,BCH-B200|60|#d62728|--|s,true,
BCH-B300,3.6000000000000001,30,300,390,0.76923076923076927,2.4605664769316329,20000,6000000,2651578,19274,0.44192966666666667,0.9637,726,0.0363,726,0.0363,0,0.0,19274,0.9637,0.4607602564102564,131.3301299999999,230.56422499999948,RAW_COUNTS,BCH-B300 / 30,BCH-B300|30|#9467bd|-|D,true,
BCH-B300,3.7999999999999998,30,300,390,0.76923076923076927,2.6605664769316322,20000,6000000,2647651,18817,0.44127516666666666,0.94085,1183,0.05915,1183,0.05915,0,0.0,18817,0.94085,0.4605915384615384,118.92044000000004,204.86902500000002,RAW_COUNTS,BCH-B300 / 30,BCH-B300|30|#9467bd|-|D,true,
