schemaVersion,stage,channelType,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,sourcePayloadEbN0Db,snrDb,noisePolicyVersion,initialPhaseDeg,frameRotationDeg,compensationMode,attenuationDb,completeBlockage,blockageLength,blockageStartPolicy,burstMode,burstLength,burstStartPolicy,burstInjectionDomain,backgroundAwgnEnabled,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,channelHardBER,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,avgTotalReceiverTimeUs,minFrames,targetFrameErrors,maxFrames,stopReason,checkpointCount,resumeCount,shardIndex,shardCount,configHash,gitCommit,profile,seriesLabel,visualStyleKey,plotted,omissionReason
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.5,4.5657831483776494,2,0,0,NONE,-20,0,32,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,73732,5000,0.059461290322580643,62386,4906,0.062385999999999997,0.98119999999999996,94,0.018800000000000001,18,0.0035999999999999999,3,0.00059999999999999995,4982,0.99639999999999995,51.783199999999887,40.5,72.799999999999997,228.44400000000098,3362.3000000000002,78.592580000000297,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,2517ea9341b3550e78a9f80ff5f6f09d3cc09d80942df196286a0ee0d4b700c3,WORKTREE,H,BCH-B200 / H,BCH-B200|H|#d62728|-|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.7000000000000002,4.7657831483776496,2,0,0,NONE,-20,0,32,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,72469,5000,0.05844274193548387,61437,4885,0.061436999999999999,0.97699999999999998,115,0.023,21,0.0041999999999999997,3,0.00059999999999999995,4979,0.99580000000000002,60.773120000000098,43.700000000000003,82.305000000000007,251.90600000000015,34062.800000000003,98.720059999999947,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,1d1caec501491acc17d05cf70feecf43470aab155065b804b7c1faf097ecb4c8,WORKTREE,H,BCH-B200 / H,BCH-B200|H|#d62728|-|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.9000000000000004,4.9657831483776498,2,0,0,NONE,-20,0,32,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,70786,5000,0.057085483870967742,60128,4850,0.060128000000000001,0.96999999999999997,150,0.029999999999999999,22,0.0044000000000000003,4,0.00080000000000000004,4978,0.99560000000000004,47.077239999999946,39.399999999999999,64.599999999999994,194.15100000000109,4423.3999999999996,74.492179999999834,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,da36c1bf5ffae2f7f3416c7c8561c8eceed3ec5d4542e4d9962ead7c3d7c39de,WORKTREE,H,BCH-B200 / H,BCH-B200|H|#d62728|-|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,6.0999999999999996,5.1657831483776491,2,0,0,NONE,-20,0,32,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,69506,5000,0.056053225806451612,59067,4818,0.059067000000000001,0.96360000000000001,182,0.036400000000000002,30,0.0060000000000000001,4,0.00080000000000000004,4970,0.99399999999999999,60.895840000000192,41.600000000000001,78.010000000000034,334.3120000000024,33067.199999999997,99.094579999999681,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,89f8d71bde3031d8588bc50b6f6f5075ebc75b957adf19a6fff576f1c9fc33d8,WORKTREE,H,BCH-B200 / H,BCH-B200|H|#d62728|-|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,6.2999999999999998,5.3657831483776492,2,0,0,NONE,-20,0,32,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,67822,5000,0.054695161290322578,57580,4792,0.057579999999999999,0.95840000000000003,208,0.041599999999999998,32,0.0064000000000000003,4,0.00080000000000000004,4968,0.99360000000000004,39.92019999999998,38.200000000000003,51.5,123.1320000000007,967.89999999999998,63.730159999999913,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,1e50c702b4e72a42a4b040783c36b46461f544de8ca0fa84b3aa86966787f685,WORKTREE,H,BCH-B200 / H,BCH-B200|H|#d62728|-|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,3.5,2.565783148377649,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,58550,5000,0.047217741935483871,46680,4813,0.046679999999999999,0.96260000000000001,187,0.037400000000000003,190,0.037999999999999999,3,0.00059999999999999995,4810,0.96199999999999997,54.920579999999909,42.200000000000003,106.41000000000005,297.1040000000001,1131.4000000000001,87.288140000000183,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,054c1fb3eaa392df04730a72a3426b897e4894e97a54ddd88962d8e232fd2226,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,3.7000000000000002,2.7657831483776492,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,55356,5000,0.044641935483870965,43443,4694,0.043443000000000002,0.93879999999999997,306,0.061199999999999997,310,0.062,6,0.0011999999999999999,4690,0.93799999999999994,50.729539999999893,40.899999999999999,71.5,197.47400000000164,8455.5,80.122780000000034,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,ccd282de6ab9825462c237a6d6ccabd8e93eaf858e0f09c14a6f9589d364999d,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,3.8999999999999999,2.9657831483776489,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,51720,5000,0.041709677419354836,39996,4556,0.039995999999999997,0.91120000000000001,444,0.088800000000000004,442,0.088400000000000006,3,0.00059999999999999995,4558,0.91159999999999997,47.058899999999902,40.200000000000003,80.110000000000028,195.73000000000064,1417.9000000000001,75.232339999999823,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,ae6dd56d5c854a60ef732bb3fca7645fcf79d1175645e0b3266a09064fb569ec,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4.0999999999999996,3.1657831483776486,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,48656,5000,0.039238709677419353,36596,4345,0.036595999999999997,0.86899999999999999,655,0.13100000000000001,657,0.13139999999999999,4,0.00080000000000000004,4343,0.86860000000000004,55.91833999999983,40.600000000000001,84.705000000000027,381.02800000000059,3101.5,87.852160000000197,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,fa28b3a5ecf55412ea13a6628443827e25890156f995e0990f89730f96730fde,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4.2999999999999998,3.3657831483776488,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,45643,5000,0.036808870967741936,33454,4121,0.033453999999999998,0.82420000000000004,879,0.17580000000000001,872,0.1744,0,0,4128,0.8256,46.306780000000089,39.799999999999997,73.900000000000006,171.45100000000113,1402.5,73.28875999999994,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,8b28fc200ca0cd348213658b7b6ff826afd15715dfc6b8b1ad8ef58d7b5ea543,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4.5,3.565783148377649,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,42900,5000,0.034596774193548389,30319,3887,0.030318999999999999,0.77739999999999998,1113,0.22259999999999999,1112,0.22239999999999999,6,0.0011999999999999999,3888,0.77759999999999996,68.783939999999902,43.399999999999999,140.52000000000007,512.12400000000707,6128.8000000000002,106.12493999999981,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,60a1cd544a25a3dcfb5f50d43b7b009dfc374e532445d906c608d48ca396bbf8,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4.7000000000000002,3.7657831483776492,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,40250,4999,0.032459677419354842,26778,3555,0.026778,0.71099999999999997,1445,0.28899999999999998,1444,0.2888,9,0.0018,3556,0.71120000000000005,53.845699999999987,41,93.205000000000027,317.53700000000083,2179.6999999999998,83.131420000000048,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,0389c5bc90bd948aee6d824d10d982035cae6781ed93b882aee4756a65912442,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,4.9000000000000004,3.9657831483776493,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,37706,4999,0.030408064516129034,23814,3261,0.023813999999999998,0.6522,1739,0.3478,1726,0.34520000000000001,1,0.00020000000000000001,3274,0.65480000000000005,53.555779999999992,41.600000000000001,84.900000000000006,271.12900000000064,3187.5999999999999,87.723640000000032,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,7a4270a8cc40374cf10a5457b3aba255c9d7bd4be96906bfe0b963ee072819de,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.0999999999999996,4.1657831483776491,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,35644,4999,0.02874516129032258,20973,2911,0.020972999999999999,0.58220000000000005,2089,0.4178,2073,0.41460000000000002,3,0.00059999999999999995,2927,0.58540000000000003,50.444359999999925,39.399999999999999,86.015000000000057,293.4440000000032,2627.8000000000002,79.918400000000332,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,0d580d69020900da37da2517380696aafccc42d9bea2dd38d8bec735e07a7a6c,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,33778,4999,0.027240322580645161,18301,2612,0.018301000000000001,0.52239999999999998,2388,0.47760000000000002,2375,0.47499999999999998,5,0.001,2625,0.52500000000000002,55.416280000000157,39.5,92.810000000000031,344.55300000000557,7529.3000000000002,85.854179999999872,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,d877f18937184b4358d672e69765ba3f68c81ed2f8af0d3035439b7154017af8,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.5,4.5657831483776494,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,31370,4995,0.025298387096774195,14906,2157,0.014906000000000001,0.43140000000000001,2843,0.56859999999999999,2821,0.56420000000000003,1,0.00020000000000000001,2179,0.43580000000000002,52.170619999999957,39.799999999999997,92.910000000000053,284.83800000000087,3167.6999999999998,82.992459999999994,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,a5c4e31982fee934d1b895115cff655908a3c66f0dadc0ba471f4ae8ed0319b4,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.7000000000000002,4.7657831483776496,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,29613,4995,0.023881451612903226,12636,1858,0.012636,0.37159999999999999,3142,0.62839999999999996,3112,0.62239999999999995,1,0.00020000000000000001,1888,0.37759999999999999,44.672800000000109,38.399999999999999,75.900000000000006,178.40000000000001,1875.4000000000001,72.402180000000058,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,92da6295a06d753f8f2c98181e264580c72aa535487dee822cbc21ec17ffda65,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.9000000000000004,4.9657831483776498,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,28291,4989,0.022815322580645163,11155,1649,0.011155,0.32979999999999998,3351,0.67020000000000002,3315,0.66300000000000003,1,0.00020000000000000001,1685,0.33700000000000002,55.77070000000019,40.100000000000001,92.915000000000063,366.67400000000163,5657.3000000000002,89.77702000000005,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,944bd0da58a53413a2e46405e431f1c756b0df9bf2e8d4103d2c17aff15bc489,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
bch.s2.impairment.result.v1,S2_06,SHORT_BLOCKAGE,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,6.0999999999999996,5.1657831483776491,2,0,0,NONE,-12,0,16,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,27045,4986,0.021810483870967741,9556,1422,0.0095560000000000003,0.28439999999999999,3578,0.71560000000000001,3546,0.70920000000000005,1,0.00020000000000000001,1454,0.2908,48.743460000000098,39.5,77.705000000000027,217.84800000000106,2920.8000000000002,78.295500000000189,5000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,0,0,1,75c883b51d1d9818997da94a188b84d60b59c5b9bb18e317fc03bcc2805b3f75,WORKTREE,M,BCH-B200 / M,BCH-B200|M|#d62728|--|s,true,
