caseId,bestSnrDb,bestNormalizedGoodput
CC-B-R12-H,5,0.49019607843137253
CC-B-R12-S,2,0.49019607843137253
CC-B-R23-H,6.5,0.6535947712418301
CC-B-R23-S,5,0.6535947712418301
CC-B-R34-H,7.5,0.7352941176470589
CC-B-R34-S,5,0.7352941176470589
