sourceRowId,caseId,xRaw,yRaw,xPlot,yPlot,isZeroPoint,sourceFile,sourceHash
0,CC-B-R12-H,-5.0,1.0,-5.0,1.0,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
1,CC-B-R12-H,-4.5,1.0,-4.5,1.0,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
2,CC-B-R12-H,-4.0,1.0,-4.0,1.0,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
3,CC-B-R12-H,-3.5,1.0,-3.5,1.0,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
4,CC-B-R12-H,-3.0,1.0,-3.0,1.0,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
5,CC-B-R12-H,-2.5,1.0,-2.5,1.0,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
6,CC-B-R12-H,-2.0,0.998,-2.0,0.998,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
7,CC-B-R12-H,-1.5,0.988,-1.5,0.988,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
8,CC-B-R12-H,-1.0,0.954,-1.0,0.954,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
9,CC-B-R12-H,-0.5,0.845,-0.5,0.845,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
10,CC-B-R12-H,0.0,0.6218,0.0,0.6218,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
11,CC-B-R12-H,0.2,0.5292,0.2,0.5292,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
12,CC-B-R12-H,0.4,0.4248,0.4,0.4248,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
13,CC-B-R12-H,0.5,0.379,0.5,0.379,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
14,CC-B-R12-H,0.6,0.3312,0.6,0.3312,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
15,CC-B-R12-H,0.8,0.2528,0.8,0.2528,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
16,CC-B-R12-H,1.0,0.1868,1.0,0.1868,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
17,CC-B-R12-H,1.2,0.1368,1.2,0.1368,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
18,CC-B-R12-H,1.4,0.0958,1.4,0.0958,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
19,CC-B-R12-H,1.5,0.07776049766718507,1.5,0.07776049766718507,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
20,CC-B-R12-H,1.6,0.0664,1.6,0.0664,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
21,CC-B-R12-H,1.8,0.045,1.8,0.045,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
22,CC-B-R12-H,2.0,0.029735355337496282,2.0,0.029735355337496282,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
23,CC-B-R12-H,2.5,0.009800558631842015,2.5,0.009800558631842015,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
24,CC-B-R12-H,3.0,0.00274,3.0,0.00274,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
25,CC-B-R12-H,3.5,0.00076,3.5,0.00076,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
26,CC-B-R12-H,4.0,0.00016,4.0,0.00016,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
27,CC-B-R12-H,4.5,2e-05,4.5,2e-05,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
28,CC-B-R12-H,5.0,0.0,5.0,,YES,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
29,CC-B-R12-H,5.5,0.0,5.5,,YES,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
30,CC-B-R12-H,6.0,0.0,6.0,,YES,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
31,CC-B-R12-H,6.5,0.0,6.5,,YES,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
32,CC-B-R12-H,7.0,0.0,7.0,,YES,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
33,CC-B-R12-H,7.5,0.0,7.5,,YES,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
34,CC-B-R12-H,8.0,0.0,8.0,,YES,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
35,CC-B-R12-H,8.5,0.0,8.5,,YES,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
36,CC-B-R12-H,9.0,0.0,9.0,,YES,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
37,CC-B-R12-H,9.5,0.0,9.5,,YES,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
38,CC-B-R12-H,10.0,0.0,10.0,,YES,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
39,CC-B-R12-S,-5.0,1.0,-5.0,1.0,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
40,CC-B-R12-S,-4.5,1.0,-4.5,1.0,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
41,CC-B-R12-S,-4.0,1.0,-4.0,1.0,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
42,CC-B-R12-S,-3.5,0.996,-3.5,0.996,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
43,CC-B-R12-S,-3.0,0.974,-3.0,0.974,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
44,CC-B-R12-S,-2.5,0.896,-2.5,0.896,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
45,CC-B-R12-S,-2.0,0.6498,-2.0,0.6498,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
46,CC-B-R12-S,-1.8,0.535,-1.8,0.535,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
47,CC-B-R12-S,-1.6,0.427,-1.6,0.427,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
48,CC-B-R12-S,-1.5,0.371,-1.5,0.371,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
49,CC-B-R12-S,-1.4,0.3298,-1.4,0.3298,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
50,CC-B-R12-S,-1.2,0.2392,-1.2,0.2392,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
51,CC-B-R12-S,-1.0,0.1774,-1.0,0.1774,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
52,CC-B-R12-S,-0.8,0.1194,-0.8,0.1194,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
53,CC-B-R12-S,-0.6,0.081,-0.6,0.081,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
54,CC-B-R12-S,-0.5,0.07027406886858749,-0.5,0.07027406886858749,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
55,CC-B-R12-S,-0.4,0.0538,-0.4,0.0538,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
56,CC-B-R12-S,-0.2,0.03295435821387378,-0.2,0.03295435821387378,NO,stage09_two_level_figure_data_hard_soft_fer.csv,7d09639b9cd3cacbd048e50c49c5a53be5901b1c142eccdfc0d9f70b299f4ebd
