sourceRowId,caseId,xRaw,yRaw,xPlot,yPlot,isZeroPoint,sourceFile,sourceHash
0,CC-B-R12-H,-5.0,236.3963000000003,-5.0,236.3963000000003,NO,stage09_two_level_figure_data_delay.csv,0df4df57a2e20ba3051b7f2fb50c5ea0d6ad8346dac4e9b82caf4daba9457db9
1,CC-B-R12-H,-4.5,249.2333000000001,-4.5,249.2333000000001,NO,stage09_two_level_figure_data_delay.csv,0df4df57a2e20ba3051b7f2fb50c5ea0d6ad8346dac4e9b82caf4daba9457db9
2,CC-B-R12-H,-4.0,254.2614000000001,-4.0,254.2614000000001,NO,stage09_two_level_figure_data_delay.csv,0df4df57a2e20ba3051b7f2fb50c5ea0d6ad8346dac4e9b82caf4daba9457db9
3,CC-B-R12-H,-3.5,252.59679999999983,-3.5,252.59679999999983,NO,stage09_two_level_figure_data_delay.csv,0df4df57a2e20ba3051b7f2fb50c5ea0d6ad8346dac4e9b82caf4daba9457db9
4,CC-B-R12-H,-3.0,253.0356999999999,-3.0,253.0356999999999,NO,stage09_two_level_figure_data_delay.csv,0df4df57a2e20ba3051b7f2fb50c5ea0d6ad8346dac4e9b82caf4daba9457db9
5,CC-B-R12-H,-2.5,256.79700000000014,-2.5,256.79700000000014,NO,stage09_two_level_figure_data_delay.csv,0df4df57a2e20ba3051b7f2fb50c5ea0d6ad8346dac4e9b82caf4daba9457db9
6,CC-B-R12-H,-2.0,258.6445999999999,-2.0,258.6445999999999,NO,stage09_two_level_figure_data_delay.csv,0df4df57a2e20ba3051b7f2fb50c5ea0d6ad8346dac4e9b82caf4daba9457db9
7,CC-B-R12-H,-1.5,253.4973000000004,-1.5,253.4973000000004,NO,stage09_two_level_figure_data_delay.csv,0df4df57a2e20ba3051b7f2fb50c5ea0d6ad8346dac4e9b82caf4daba9457db9
8,CC-B-R12-H,-1.0,248.78559999999976,-1.0,248.78559999999976,NO,stage09_two_level_figure_data_delay.csv,0df4df57a2e20ba3051b7f2fb50c5ea0d6ad8346dac4e9b82caf4daba9457db9
9,CC-B-R12-H,-0.5,248.34189999999984,-0.5,248.34189999999984,NO,stage09_two_level_figure_data_delay.csv,0df4df57a2e20ba3051b7f2fb50c5ea0d6ad8346dac4e9b82caf4daba9457db9
