sourceRowId,caseId,xRaw,yRaw,xPlot,yPlot,isZeroPoint,sourceFile,sourceHash
0,CC-B-R12-H,-5.0,1.0,-5.0,1.0,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
1,CC-B-R12-H,-4.5,1.0,-4.5,1.0,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
2,CC-B-R12-H,-4.0,1.0,-4.0,1.0,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
3,CC-B-R12-H,-3.5,1.0,-3.5,1.0,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
4,CC-B-R12-H,-3.0,1.0,-3.0,1.0,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
5,CC-B-R12-H,-2.5,1.0,-2.5,1.0,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
6,CC-B-R12-H,-2.0,0.998,-2.0,0.998,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
7,CC-B-R12-H,-1.5,0.988,-1.5,0.988,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
8,CC-B-R12-H,-1.0,0.954,-1.0,0.954,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
9,CC-B-R12-H,-0.5,0.845,-0.5,0.845,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
10,CC-B-R12-H,0.0,0.6218,0.0,0.6218,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
11,CC-B-R12-H,0.2,0.5292,0.2,0.5292,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
12,CC-B-R12-H,0.4,0.4248,0.4,0.4248,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
13,CC-B-R12-H,0.5,0.379,0.5,0.379,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
14,CC-B-R12-H,0.6,0.3312,0.6,0.3312,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
15,CC-B-R12-H,0.8,0.2528,0.8,0.2528,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
16,CC-B-R12-H,1.0,0.1868,1.0,0.1868,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
17,CC-B-R12-H,1.2,0.1368,1.2,0.1368,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
18,CC-B-R12-H,1.4,0.0958,1.4,0.0958,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
19,CC-B-R12-H,1.5,0.07776049766718507,1.5,0.07776049766718507,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
20,CC-B-R12-H,1.6,0.0664,1.6,0.0664,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
21,CC-B-R12-H,1.8,0.045,1.8,0.045,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
22,CC-B-R12-H,2.0,0.029735355337496282,2.0,0.029735355337496282,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
23,CC-B-R12-H,2.5,0.009800558631842015,2.5,0.009800558631842015,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
24,CC-B-R12-H,3.0,0.00274,3.0,0.00274,NO,stage09_two_level_figure_data_fer.csv,593eac4fc6438a9bada4bfbf790ab50c3e7d4acefbf27653a3f8117168eb2ec8
