phase,caseId,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,N_transmitted,frameStart,frameEndExclusive,framesProcessed,frameSequenceDigest,payloadBitErrors,payloadErrorFrames,BER,FER,payloadSuccessRate,avgEncodeTime_us,maxEncodeTime_us,avgDecodeTime_us,p95DecodeTime_us,maxDecodeTime_us,rawDecodeThroughput_Mbps,successfulDecodeThroughput_Mbps,normalizedGoodput,stopReason,berCiLow,berCiHigh,ferCiLow,ferCiHigh,gridLayer,sourceLayer
formal,CC-B-R12-S,-1.3999999999999999,-1.3999999999999999,1.6963016742589878,0.49019607843137253,0.69019213230144238,612,0,5000,5000,8320246021676229635,16634,1649,0.011089333333333333,0.32979999999999998,0.67020000000000002,6.2121000000000093,610.60000000000002,494.66607999999991,901.5,7235.8999999999996,0.60646972195869997,0.40645600765672074,0.3285294117647059,TARGET_ERRORS_REACHED,0.010922996506961569,0.011258174326882657,0.31690362412858469,0.34295770161351274,dense_verified_legacy,dense_verified_legacy
formal,CC-B-R12-S,-1.2,-1.2,1.8963016742589878,0.49019607843137253,0.65912836927820351,612,0,5000,5000,8320246021676229635,10708,1196,0.0071386666666666664,0.2392,0.76080000000000003,6.7505400000000009,992.29999999999995,488.56560000000212,903.60000000000002,5166.1999999999998,0.61404241313755759,0.46716346791505381,0.37294117647058822,TARGET_ERRORS_REACHED,0.007005195919234943,0.0072746618163218825,0.2275786657472823,0.25122176758725956,dense_verified_legacy,dense_verified_legacy
formal,CC-B-R12-S,-1,-1,2.0963016742589877,0.49019607843137253,0.62946270589708364,612,0,5000,5000,8320246021676229635,7334,887,0.0048893333333333332,0.1774,0.8226,6.6481599999999776,944.29999999999995,490.639219999999,900.79999999999995,4779,0.61144724630860248,0.50297650481345635,0.40323529411764703,TARGET_ERRORS_REACHED,0.004778968850158224,0.0050022337396642613,0.16706033345006552,0.18823498784488538,dense_verified_legacy,dense_verified_legacy
formal,CC-B-R12-S,-0.80000000000000004,-0.80000000000000004,2.2963016742589879,0.49019607843137253,0.60113221730870647,612,0,5000,5000,8320246021676229635,4347,597,0.002898,0.11940000000000001,0.88060000000000005,7.0195399999999664,820.60000000000002,514.35931999999957,967.29999999999995,8262.5,0.58324985731764367,0.513609824353917,0.4316666666666667,TARGET_ERRORS_REACHED,0.0028132393929461625,0.0029853067296835329,0.11070306335447491,0.12868131136610259,dense_verified_legacy,dense_verified_legacy
formal,CC-B-R12-S,-0.59999999999999998,-0.59999999999999998,2.4963016742589876,0.49019607843137253,0.5740768107484413,612,0,5000,5000,8320246021676229635,2742,405,0.001828,0.081000000000000003,0.91900000000000004,7.008079999999989,1635.7,513.53234000000111,1025.8,4997.3999999999996,0.58418910871319096,0.53686979090742248,0.45049019607843138,TARGET_ERRORS_REACHED,0.0017609053707050171,0.0018976462323918946,0.07375526540604449,0.088888068823913396,dense_verified_legacy,dense_verified_legacy
formal,CC-B-R12-S,-0.5,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,612,0,2846,2846,750413348327289540,1317,200,0.0015425158116654954,0.070274068868587489,0.92972593113141255,4.5409697821503672,487.80000000000001,304.39919184820781,398.30000000000001,704.89999999999998,0.98554795161742248,0.91628948699216439,0.45574800545657473,TARGET_ERRORS_REACHED,0.0014614851056230758,0.0016280318662303687,0.061450925235730265,0.080255715170788902,coarse,coarse
formal,CC-B-R12-S,-0.40000000000000002,-0.40000000000000002,2.6963016742589878,0.49019607843137253,0.54823909807159255,612,0,5000,5000,8320246021676229635,1712,269,0.0011413333333333334,0.053800000000000001,0.94620000000000004,7.518640000000004,2005.0999999999999,552.94869999999901,1058.5,15698.200000000001,0.54254580940329644,0.51335684485739908,0.46382352941176469,TARGET_ERRORS_REACHED,0.001088562655820252,0.001196659131003284,0.047881746983892109,0.060403350231876887,dense_verified_legacy,dense_verified_legacy
formal,CC-B-R12-S,-0.20000000000000001,-0.20000000000000001,2.8963016742589875,0.49019607843137253,0.52356427402544969,612,0,6069,6069,1203348010774334217,1190,200,0.00065359477124183002,0.032954358213873783,0.96704564178612618,7.4494644916790289,3623.0999999999999,545.25191959136635,1040.5999999999999,13128.5,0.55020439033911528,0.53207275776903407,0.47404198126770891,TARGET_ERRORS_REACHED,0.00061751058093932935,0.00069178607925262422,0.028750232746561223,0.037749355882435755,dense_verified_legacy,dense_verified_legacy
formal,CC-B-R12-S,0,0,3.0963016742589877,0.49019607843137253,0.5,612,0,9672,9672,7898659074623232899,1035,200,0.00035669975186104221,0.020678246484698098,0.97932175351530193,6.7751964433415806,3916.4000000000001,520.31043217535273,966.20000000000005,10261.200000000001,0.57657886801488412,0.56465622806420412,0.48005968309573621,TARGET_ERRORS_REACHED,0.00033562400679843147,0.00037909846123429709,0.018026707646148256,0.023710381633311163,dense_verified_legacy,dense_verified_legacy
formal,CC-B-R12-S,0.5,0.5,3.5963016742589877,0.49019607843137253,0.44562546906687278,612,0,40863,40863,11693019513175807726,894,200,7.2926608423267997e-05,0.0048944032498837581,0.99510559675011623,4.5544306585416932,1586.8,336.21810439762248,414.80000000000001,18587,0.89227794718992948,0.8879107791054035,0.48779686115201776,TARGET_ERRORS_REACHED,6.8300462472506546e-05,7.7866069380105139e-05,0.0042627208220758373,0.0056191649416581502,coarse,coarse
