caseId,targetLength,actualLength,actualRate,Zc,fillerLength,rankHp,algorithm,alpha,snrDb,esN0Db,ebN0Db,sigmaSquared,frames,bitErrors,frameErrors,BER,FER,avgIterations,medianIterations,p95Iterations,maxUsedIterations,earlyStopRate,maxIterationRate,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,avgFinalSyndromeWeight,validCodewordRate,nanInfCount,edgeCount,checkNodeUpdates,variableNodeUpdates,messageUpdates,tanhOperations,atanhOperations,absOperations,comparisonOperations,min1Min2Updates,signOperations,alphaMultiplications,decoderMemoryBytes,payloadSeed,noiseSeed,noiseGroupId,frameStart,frameEnd,runId,alphaCalibrationFrameRange,smokeEvaluationFrameRange,stopReason,status
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,-2,-2,0.041199826559247921,0.79244659623055669,200,7186,200,0.11976666666666666,1,32,32,32,32,0,1,1034.8065000000006,945.54999999999995,1478.3849999999991,1834,21.16,0,0,672,614400,4300800,4300800,8601600,4300800,0,0,0,0,0,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,-2,-2,0.041199826559247921,0.79244659623055669,200,7407,200,0.12345,1,32,32,32,32,0,1,258.85149999999999,235.59999999999999,379.44999999999993,561.20000000000005,7.2850000000000001,0,0,672,614400,4300800,4300800,0,0,4300800,8601600,2575123,4300800,4300800,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,-2,-2,0.041199826559247921,0.79244659623055669,200,7506,200,0.12509999999999999,1,31.274999999999999,32,32,32,0.025000000000000001,0.97499999999999998,242.49650000000005,225.09999999999999,357.12999999999982,562.39999999999998,3.5699999999999998,0.025000000000000001,0,672,600480,4203360,4203360,0,0,4203360,8406720,2518061,4203360,4203360,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,-2,-2,0.041199826559247921,0.79244659623055669,200,7609,200,0.12681666666666666,1,3.2400000000000002,3,5,32,0.995,0.0050000000000000001,29.556499999999982,26.199999999999999,49.09499999999997,196.09999999999999,0.0050000000000000001,0.995,0,672,62208,435456,435456,0,0,435456,870912,261054,435456,435456,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,-1.5,-1.5,0.54119982655924792,0.70626877231137719,200,6238,200,0.10396666666666667,1,32,32,32,32,0,1,1061.0264999999997,951.84999999999991,1595.7,1865.5,17.385000000000002,0,0,672,614400,4300800,4300800,8601600,4300800,0,0,0,0,0,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,-1.5,-1.5,0.54119982655924792,0.70626877231137719,200,6401,200,0.10668333333333334,1,32,32,32,32,0,1,263.59899999999999,235.75,396.03999999999974,690.29999999999995,6.9800000000000004,0,0,672,614400,4300800,4300800,0,0,4300800,8601600,2576130,4300800,4300800,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,-1.5,-1.5,0.54119982655924792,0.70626877231137719,200,6526,200,0.10876666666666666,1,30.835000000000001,32,32,32,0.040000000000000001,0.95999999999999996,240.50999999999996,222.05000000000001,357.74499999999972,770,3.3250000000000002,0.040000000000000001,0,672,592032,4144224,4144224,0,0,4144224,8288448,2486551,4144224,4144224,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,-1.5,-1.5,0.54119982655924792,0.70626877231137719,200,6694,200,0.11156666666666666,1,3.105,3,5,6,1,0,28.482500000000023,25.550000000000001,45.644999999999989,70.599999999999994,0,1,0,672,59616,417312,417312,0,0,417312,834624,250839,417312,417312,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,-1,-1,1.0411998265592479,0.62946270589708364,200,5262,200,0.0877,1,32,32,32,32,0,1,1041.4074999999998,944.75,1454.9749999999999,2165.9000000000001,13.935,0,0,672,614400,4300800,4300800,8601600,4300800,0,0,0,0,0,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,-1,-1,1.0411998265592479,0.62946270589708364,200,5407,200,0.090116666666666664,1,32,32,32,32,0,1,250.81449999999987,231.5,377.89499999999992,575.10000000000002,6.4050000000000002,0,0,672,614400,4300800,4300800,0,0,4300800,8601600,2581753,4300800,4300800,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
