caseId,targetLength,actualLength,actualRate,Zc,fillerLength,rankHp,algorithm,alpha,snrDb,esN0Db,ebN0Db,sigmaSquared,frames,bitErrors,frameErrors,BER,FER,avgIterations,medianIterations,p95Iterations,maxUsedIterations,earlyStopRate,maxIterationRate,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,avgFinalSyndromeWeight,validCodewordRate,nanInfCount,edgeCount,checkNodeUpdates,variableNodeUpdates,messageUpdates,tanhOperations,atanhOperations,absOperations,comparisonOperations,min1Min2Updates,signOperations,alphaMultiplications,decoderMemoryBytes,payloadSeed,noiseSeed,noiseGroupId,frameStart,frameEnd,runId,alphaCalibrationFrameRange,smokeEvaluationFrameRange,stopReason,status
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,3,3,5.0411998265592484,0.25059361681363618,200,278,117,0.0046333333333333331,0.58499999999999996,7.9649999999999999,2,32,32,0.79000000000000004,0.20999999999999999,281.30500000000001,67.049999999999997,1122.4999999999998,2122.1999999999998,0.255,0.79000000000000004,0,672,152928,1070496,1070496,2140992,1070496,0,0,0,0,0,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,3,3,5.0411998265592484,0.25059361681363618,200,294,129,0.0048999999999999998,0.64500000000000002,16.155000000000001,2,32,32,0.52000000000000002,0.47999999999999998,135.79150000000007,30.449999999999999,333.40999999999997,659.29999999999995,0.745,0.52000000000000002,0,672,310176,2171232,2171232,0,0,2171232,4342464,1316000,2171232,2171232,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,3,3,5.0411998265592484,0.25059361681363618,200,278,120,0.0046333333333333331,0.59999999999999998,9.1649999999999991,2,32,32,0.75,0.25,79.129999999999967,18.149999999999999,310.10999999999996,595.5,0.34999999999999998,0.75,0,672,175968,1231776,1231776,0,0,1231776,2463552,751430,1231776,1231776,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,3,3,5.0411998265592484,0.25059361681363618,200,280,113,0.0046666666666666671,0.56499999999999995,1.5900000000000001,2,2,4,1,0,16.184000000000008,16.899999999999999,27.899999999999999,39.299999999999997,0,1,0,672,30528,213696,213696,0,0,213696,427392,131612,213696,213696,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,4,4,6.0411998265592484,0.19905358527674863,200,74,43,0.0012333333333333332,0.215,1.72,1,2,32,0.98499999999999999,0.014999999999999999,63.928000000000019,37.5,110.66999999999997,999.70000000000005,0.014999999999999999,0.98499999999999999,0,672,33024,231168,231168,462336,231168,0,0,0,0,0,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,4,4,6.0411998265592484,0.19905358527674863,200,73,51,0.0012166666666666667,0.255,6.7750000000000004,1,32,32,0.81999999999999995,0.17999999999999999,60.019500000000015,15.4,250.45499999999996,568.70000000000005,0.20999999999999999,0.81999999999999995,0,672,130080,910560,910560,0,0,910560,1821120,556116,910560,910560,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,4,4,6.0411998265592484,0.19905358527674863,200,75,47,0.00125,0.23499999999999999,3.7050000000000001,1,32,32,0.92000000000000004,0.080000000000000002,31.9405,11.300000000000001,215.52499999999998,380.39999999999998,0.085000000000000006,0.92000000000000004,0,672,71136,497952,497952,0,0,497952,995904,303705,497952,497952,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,4,4,6.0411998265592484,0.19905358527674863,200,73,42,0.0012166666666666667,0.20999999999999999,1.24,1,2,2,1,0,12.707500000000003,9.3000000000000007,25.709999999999994,29.300000000000001,0,1,0,672,23808,166656,166656,0,0,166656,333312,103752,166656,166656,9696,2026072001,2026072226,480,5000,5199,1002,5000:5199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,5,5,7.0411998265592484,0.15811388300841897,600,46,35,0.00025555555555555558,0.058333333333333334,1.1533333333333333,1,2,32,0.9966666666666667,0.0033333333333333335,40.736499999999943,33.100000000000001,63.314999999999984,916.60000000000002,0.0033333333333333335,0.9966666666666667,0,672,66432,465024,465024,930048,465024,0,0,0,0,0,9696,2026072001,2026072226,480,5000,5599,1002,5000:5599,,MAX_FRAMES_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,5,5,7.0411998265592484,0.15811388300841897,600,54,45,0.00029999999999999997,0.074999999999999997,2.3483333333333332,1,2,32,0.95833333333333337,0.041666666666666664,21.457833333333337,10.6,28.364999999999942,405.60000000000002,0.043333333333333335,0.95833333333333337,0,672,135264,946848,946848,0,0,946848,1893696,585347,946848,946848,9696,2026072001,2026072226,480,5000,5599,1002,5000:5599,,MAX_FRAMES_REACHED,PASS
