figureId,caseId,legendLabel,styleId,metric,ebn0Index,ebn0Db,actualRate,snrLinear,snrDb,rawY,plotY,denominator,zeroSurrogateApplied,zeroSurrogateRule
stage05_awgn_trial_k300_fer,K300_M255K207,255双块300,STYLE_2,FER,0,3.5,0.75757575757575757,3.3920017251035444,5.3045606445813132,0.72199999999999998,0.72199999999999998,500,false,0.5/denominator
stage05_awgn_trial_k300_fer,K300_M255K207,255双块300,STYLE_2,FER,1,5,0.75757575757575757,4.7913297881339085,6.8045606445813132,0.053999999999999999,0.053999999999999999,500,false,0.5/denominator
stage05_awgn_trial_k300_fer,K300_M255K207,255双块300,STYLE_2,FER,2,6.5,0.75757575757575757,6.7679332144085329,8.3045606445813132,0,0.001,500,true,0.5/denominator
stage05_awgn_trial_k300_fer,K300_M511K385,385整块300,STYLE_4,FER,0,3,0.70422535211267601,2.8102286126322245,4.4874165128092471,0.90800000000000003,0.90800000000000003,500,false,0.5/denominator
stage05_awgn_trial_k300_fer,K300_M511K385,385整块300,STYLE_4,FER,1,4.5,0.70422535211267601,3.9695534243161319,5.9874165128092471,0.062,0.062,500,false,0.5/denominator
stage05_awgn_trial_k300_fer,K300_M511K385,385整块300,STYLE_4,FER,2,6,0.70422535211267601,5.6071432472323552,7.4874165128092471,0,0.001,500,true,0.5/denominator
stage05_awgn_trial_k300_fer,K300_M511K421,421整块300,STYLE_3,FER,0,4,0.76923076923076927,3.8644406638608926,5.8708664335714449,0.376,0.376,500,false,0.5/denominator
stage05_awgn_trial_k300_fer,K300_M511K421,421整块300,STYLE_3,FER,1,4.7999999999999998,0.76923076923076927,4.6460795698492561,6.6708664335714438,0.037999999999999999,0.037999999999999999,500,false,0.5/denominator
stage05_awgn_trial_k300_fer,K300_M511K421,421整块300,STYLE_3,FER,2,5.5,0.76923076923076927,5.4586675266703928,7.3708664335714449,0.002,0.002,500,false,0.5/denominator
stage05_awgn_trial_k300_fer,K300_S15,分块300,STYLE_1,FER,0,5,0.7142857142857143,4.5175395145262565,6.5490195998574317,0.51000000000000001,0.51000000000000001,500,false,0.5/denominator
stage05_awgn_trial_k300_fer,K300_S15,分块300,STYLE_1,FER,1,7,0.7142857142857143,7.1598176232467452,8.5490195998574325,0.028000000000000001,0.028000000000000001,500,false,0.5/denominator
stage05_awgn_trial_k300_fer,K300_S15,分块300,STYLE_1,FER,2,9,0.7142857142857143,11.347546210346881,10.549019599857433,0,0.001,500,true,0.5/denominator
