caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,1,-4.500000,segmentCount,0,0,0,0
BCH-B200,1,-4.500000,initialSyndromeCount,0,0,0,0
BCH-B200,1,-4.500000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,1,-4.500000,syndromeCalculationCount,0,0,0,0
BCH-B200,1,-4.500000,syndromeBitTestCount,0,0,0,0
BCH-B200,1,-4.500000,syndromeXorCount,0,0,0,0
BCH-B200,1,-4.500000,syndromeShiftCount,0,0,0,0
BCH-B200,1,-4.500000,tableLookupCount,0,0,0,0
BCH-B200,1,-4.500000,lookupHitCount,0,0,0,0
BCH-B200,1,-4.500000,lookupMissCount,0,0,0,0
BCH-B200,1,-4.500000,bitFlipCount,12,0.012,0,6
BCH-B200,1,-4.500000,postSyndromeCheckCount,1000,1,1,1
BCH-B200,1,-4.500000,correctedSegmentCount,0,0,0,0
BCH-B200,1,-4.500000,failedSegmentCount,0,0,0,0
BCH-B200,1,-4.500000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,1,-4.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,1,-4.500000,syndromeValueCount,12000,12,12,12
BCH-B200,1,-4.500000,syndromeEvaluationCount,3060000,3060,3060,3060
BCH-B200,1,-4.500000,bmIterationCount,12000,12,12,12
BCH-B200,1,-4.500000,bmDiscrepancyCount,12000,12,12,12
BCH-B200,1,-4.500000,bmLocatorUpdateCount,15902,15.901999999999999,16,16
BCH-B200,1,-4.500000,bmPolynomialCopyCount,5979,5.9790000000000001,6,6
BCH-B200,1,-4.500000,chienPositionTestCount,254490,254.49000000000001,255,255
BCH-B200,1,-4.500000,chienPolynomialEvaluationCount,254490,254.49000000000001,255,255
BCH-B200,1,-4.500000,chienRootCount,970,0.96999999999999997,3,6
BCH-B200,1,-4.500000,gfAddCount,4805042,4805.0420000000004,5101,5413
BCH-B200,1,-4.500000,gfMultiplyCount,1832306,1832.306,1837,1837
BCH-B200,1,-4.500000,gfDivideCount,5979,5.9790000000000001,6,6
BCH-B200,1,-4.500000,gfInverseCount,0,0,0,0
BCH-B200,1,-4.500000,locatorDegree,5998,5.9980000000000002,6,7
BCH-B200,1,-4.500000,rootCount,970,0.96999999999999997,3,6
BCH-B200,1,-4.500000,decoderFailureCount,998,0.998,1,1
BCH-B200,1,-4.500000,miscorrectionCount,2,0.002,0,1
