caseName,processedFrames,weightedAvgDecodeTimeUs,weightedAvgTotalReceiverTimeUs
BCH-S200,6470000,21.461618825347756,49.44406845440492
BCH-B200,6450000,40.31263184496127,65.7449810387596
BCH-S300,6480000,28.603974567901233,69.52199700617278
BCH-B300,6440234,99.47097780919145,136.73177828631697
BCH-B300-426,6456222,137.00325369852536,176.7919416494661
