caseName,source,frameIndex,decodedBitErrors,channelHardBitErrors,trueSuccess,reportedSuccess,miscorrected,decoderFailure,frameStatus
BCH-B300,COMMON_POOL,173,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,174,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,175,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,176,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,177,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,178,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,179,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,180,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,181,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,182,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,183,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,184,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,185,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,186,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,187,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,188,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,189,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,190,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,191,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,192,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,193,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,194,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,195,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,196,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,197,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,198,0,0,1,1,0,0,NO_ERROR
BCH-B300,COMMON_POOL,199,0,0,1,1,0,0,NO_ERROR
BCH-B300,BOUNDARY,0,0,0,1,1,0,0,NO_ERROR
BCH-B300,BOUNDARY,1,0,0,1,1,0,0,NO_ERROR
BCH-B300,BOUNDARY,2,0,0,1,1,0,0,NO_ERROR
BCH-B300,BOUNDARY,3,0,0,1,1,0,0,NO_ERROR
BCH-B300,BOUNDARY,4,0,0,1,1,0,0,NO_ERROR
BCH-B300,BOUNDARY,5,0,0,1,1,0,0,NO_ERROR
BCH-B300,BOUNDARY,6,0,0,1,1,0,0,NO_ERROR
