stageId,gitCommit,configHash,caseId,displayName,payloadLength,motherN,motherK,motherT,blockCount,encodedLength,actualRate,channelModelId,rawImpulseResponse,normalizedImpulseResponse,channelEnergy,equalizerType,solverType,waveformSnrIndex,waveformSnrDb,snrLinear,derivedEbn0Db,sigma2,masterSeed,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,decoderFailureFrames,miscorrectionFrames,undetectedErrorFrames,trueSuccessFrames,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,encodeTimeTotalNs,channelTimeTotalNs,equalizeTimeTotalNs,hardDecisionTimeTotalNs,decodeTimeTotalNs,encodeTimeMeanNs,channelTimeMeanNs,equalizeTimeMeanNs,hardDecisionTimeMeanNs,decodeTimeMeanNs,decodeTimeP50Ns,decodeTimeP95Ns,decodeTimeP99Ns,decodeTimeMaxNs,equalizeTimeP50Ns,equalizeTimeP95Ns,equalizeTimeP99Ns,equalizeTimeMaxNs,solverResidualMean,solverResidualMax,stopReason,checkpointId,shardId,gridType
stage08_multipath_formal_common_snr,a251a4f1d4cfb87fd01e99da592a8ae9a9bfe790,BC8C55A2713D7A06EBAA8A6EDD34813874918E3535AC4C23C9BAE7ABA7755784,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,0,0,1,-1.4721513131945216,1,8080808,1001,200200,42696,1001,0,1001,1001,0,0.21326673326673326,1,0,1,1,0,4614000,2733500,5810000,651200,11411600,4609.3906093906098,2730.7692307692309,5804.1958041958042,650.54945054945051,11400.1998001998,10400,13800,32800,553400,5300,6900,18800,214400,1.9348926049420122e-16,2.4658189185970099e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_S15_0,SHARD_0,BASE_0P5DB
stage08_multipath_formal_common_snr,a251a4f1d4cfb87fd01e99da592a8ae9a9bfe790,BC8C55A2713D7A06EBAA8A6EDD34813874918E3535AC4C23C9BAE7ABA7755784,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,1,0.5,1.1220184543019633,-0.97215131319452164,0.89125093813374556,8080808,1000,200000,39995,1000,0,1000,1000,0,0.19997500000000001,1,0,1,1,0,3849800,2389800,5102700,538700,9402300,3849.8000000000002,2389.8000000000002,5102.6999999999998,538.70000000000005,9402.2999999999993,8100,12800,16700,98300,4800,5800,8200,48200,2.082058877593861e-16,2.5099778430870861e-16,TARGET_FRAME_ERRORS_REACHED,SHARD1_POINT_K200_S15_1,SHARD_1,BASE_0P5DB
stage08_multipath_formal_common_snr,a251a4f1d4cfb87fd01e99da592a8ae9a9bfe790,BC8C55A2713D7A06EBAA8A6EDD34813874918E3535AC4C23C9BAE7ABA7755784,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,2,1,1.2589254117941673,-0.47215131319452164,0.79432823472428149,8080808,1000,200000,37241,1000,0,1000,1000,0,0.18620500000000001,1,0,1,1,0,4215700,2423600,5630400,599600,9732100,4215.6999999999998,2423.5999999999999,5630.3999999999996,599.60000000000002,9732.1000000000004,8500,13500,19500,70300,5100,7700,12400,83000,1.7181563658101503e-16,2.128287806643116e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_S15_2,SHARD_0,BASE_0P5DB
stage08_multipath_formal_common_snr,a251a4f1d4cfb87fd01e99da592a8ae9a9bfe790,BC8C55A2713D7A06EBAA8A6EDD34813874918E3535AC4C23C9BAE7ABA7755784,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,3,1.5,1.4125375446227544,0.027848686805478362,0.70794578438413791,8080808,1000,200000,34272,1000,0,1000,1000,0,0.17136000000000001,1,0,1,1,0,3793400,2224200,5235300,523100,9183700,3793.4000000000001,2224.1999999999998,5235.3000000000002,523.10000000000002,9183.7000000000007,7700,12900,18400,69400,4700,5600,6800,236200,1.7849059365831832e-16,2.1647223554319898e-16,TARGET_FRAME_ERRORS_REACHED,SHARD1_POINT_K200_S15_3,SHARD_1,BASE_0P5DB
stage08_multipath_formal_common_snr,a251a4f1d4cfb87fd01e99da592a8ae9a9bfe790,BC8C55A2713D7A06EBAA8A6EDD34813874918E3535AC4C23C9BAE7ABA7755784,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,4,2,1.5848931924611136,0.52784868680547836,0.63095734448019325,8080808,1000,200000,31417,1000,0,1000,1000,0,0.157085,1,0,1,1,0,4234500,2225200,4970300,519800,9367400,4234.5,2225.1999999999998,4970.3000000000002,519.79999999999995,9367.3999999999996,7700,12900,17100,235200,4700,5600,6400,36800,1.8136195806521731e-16,2.2603347175281073e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_S15_4,SHARD_0,BASE_0P5DB
stage08_multipath_formal_common_snr,a251a4f1d4cfb87fd01e99da592a8ae9a9bfe790,BC8C55A2713D7A06EBAA8A6EDD34813874918E3535AC4C23C9BAE7ABA7755784,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,5,2.5,1.7782794100389228,1.0278486868054784,0.56234132519034907,8080808,1000,200000,28161,1000,0,1000,1000,0,0.14080500000000001,1,0,1,1,0,3573000,2361000,4998900,553000,9350500,3573,2361,4998.8999999999996,553,9350.5,7700,13200,28600,150500,4700,5800,7700,21100,2.2152344805493884e-16,2.7096031502210458e-16,TARGET_FRAME_ERRORS_REACHED,SHARD1_POINT_K200_S15_5,SHARD_1,BASE_0P5DB
stage08_multipath_formal_common_snr,a251a4f1d4cfb87fd01e99da592a8ae9a9bfe790,BC8C55A2713D7A06EBAA8A6EDD34813874918E3535AC4C23C9BAE7ABA7755784,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,6,3,1.9952623149688795,1.5278486868054784,0.50118723362727235,8080808,1000,200000,25254,1000,0,1000,1000,0,0.12626999999999999,1,0,1,1,0,4314500,2276300,5039300,503500,9144100,4314.5,2276.3000000000002,5039.3000000000002,503.5,9144.1000000000004,7800,13000,19200,67100,4700,5600,6700,78500,1.8528504493484488e-16,2.1815406838771108e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_S15_6,SHARD_0,BASE_0P5DB
stage08_multipath_formal_common_snr,a251a4f1d4cfb87fd01e99da592a8ae9a9bfe790,BC8C55A2713D7A06EBAA8A6EDD34813874918E3535AC4C23C9BAE7ABA7755784,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,7,3.5,2.2387211385683394,2.0278486868054784,0.44668359215096315,8080808,1000,200000,22705,1000,0,1000,1000,0,0.113525,1,0,1,1,0,3517000,2220600,5000900,522500,8875600,3517,2220.5999999999999,5000.8999999999996,522.5,8875.6000000000004,7600,12900,16900,138500,4700,5600,6900,71900,1.7176142906768624e-16,2.0847545071691373e-16,TARGET_FRAME_ERRORS_REACHED,SHARD1_POINT_K200_S15_7,SHARD_1,BASE_0P5DB
stage08_multipath_formal_common_snr,a251a4f1d4cfb87fd01e99da592a8ae9a9bfe790,BC8C55A2713D7A06EBAA8A6EDD34813874918E3535AC4C23C9BAE7ABA7755784,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,8,4,2.5118864315095801,2.5278486868054784,0.39810717055349726,8080808,1000,200000,19094,1000,0,1000,1000,0,0.095469999999999999,1,0,1,1,0,3579800,2148500,5041500,504800,8833000,3579.8000000000002,2148.5,5041.5,504.80000000000001,8833,7600,12500,18900,36600,4700,5600,6900,59300,1.9087067701188372e-16,2.2457134990277415e-16,TARGET_FRAME_ERRORS_REACHED,SHARD0_POINT_K200_S15_8,SHARD_0,BASE_0P5DB
stage08_multipath_formal_common_snr,a251a4f1d4cfb87fd01e99da592a8ae9a9bfe790,BC8C55A2713D7A06EBAA8A6EDD34813874918E3535AC4C23C9BAE7ABA7755784,K200_S15,BCH15分块200,200,15,11,1,19,285,0.70175438596491224,S2_FIXED_REAL_FIR_V1,1;0.65;0;0.35,0.80451798670912955;0.52293669136093424;0;0.28158129534819532,0.99999999999999989,BLOCK_LINEAR_MMSE,BANDED_CHOLESKY_NORMAL_EQUATIONS,9,4.5,2.8183829312644537,3.0278486868054784,0.35481338923357547,8080808,1000,200000,16546,1000,0,1000,1000,0,0.082729999999999998,1,0,1,1,0,3749500,2225100,5037300,590000,9289900,3749.5,2225.0999999999999,5037.3000000000002,590,9289.8999999999996,7800,12600,15800,192800,4700,5600,6700,31200,2.3076128388963813e-16,2.8226283272291839e-16,TARGET_FRAME_ERRORS_REACHED,SHARD1_POINT_K200_S15_9,SHARD_1,BASE_0P5DB
