caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,23,6.500000,segmentCount,0,0,0,0
BCH-B200,23,6.500000,initialSyndromeCount,0,0,0,0
BCH-B200,23,6.500000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,23,6.500000,syndromeCalculationCount,0,0,0,0
BCH-B200,23,6.500000,syndromeBitTestCount,0,0,0,0
BCH-B200,23,6.500000,syndromeXorCount,0,0,0,0
BCH-B200,23,6.500000,syndromeShiftCount,0,0,0,0
BCH-B200,23,6.500000,tableLookupCount,0,0,0,0
BCH-B200,23,6.500000,lookupHitCount,0,0,0,0
BCH-B200,23,6.500000,lookupMissCount,0,0,0,0
BCH-B200,23,6.500000,bitFlipCount,17317,0.34633999999999998,1,4
BCH-B200,23,6.500000,postSyndromeCheckCount,50000,1,1,1
BCH-B200,23,6.500000,correctedSegmentCount,0,0,0,0
BCH-B200,23,6.500000,failedSegmentCount,0,0,0,0
BCH-B200,23,6.500000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,23,6.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,23,6.500000,syndromeValueCount,600000,12,12,12
BCH-B200,23,6.500000,syndromeEvaluationCount,153000000,3060,3060,3060
BCH-B200,23,6.500000,bmIterationCount,176124,3.5224799999999998,12,12
BCH-B200,23,6.500000,bmDiscrepancyCount,176124,3.5224799999999998,12,12
BCH-B200,23,6.500000,bmLocatorUpdateCount,17601,0.35202,1,7
BCH-B200,23,6.500000,bmPolynomialCopyCount,17315,0.3463,1,4
BCH-B200,23,6.500000,chienPositionTestCount,3742635,74.852699999999999,255,255
BCH-B200,23,6.500000,chienPolynomialEvaluationCount,3742635,74.852699999999999,255,255
BCH-B200,23,6.500000,chienRootCount,17317,0.34633999999999998,1,4
BCH-B200,23,6.500000,gfAddCount,157136758,3142.7351600000002,3750,4602
BCH-B200,23,6.500000,gfMultiplyCount,8360698,167.21395999999999,522,1314
BCH-B200,23,6.500000,gfDivideCount,17315,0.3463,1,4
BCH-B200,23,6.500000,gfInverseCount,0,0,0,0
BCH-B200,23,6.500000,locatorDegree,17317,0.34633999999999998,1,4
BCH-B200,23,6.500000,rootCount,17317,0.34633999999999998,1,4
BCH-B200,23,6.500000,decoderFailureCount,0,0,0,0
BCH-B200,23,6.500000,miscorrectionCount,0,0,0,0
