caseId,targetLength,actualLength,actualRate,Zc,fillerLength,rankHp,algorithm,alpha,snrDefinition,snrDb,esN0Db,ebN0Db,sigmaSquared,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,zeroBitErrorPoint,zeroFrameErrorPoint,berUpper95,ferUpper95,avgIterations,medianIterations,p95Iterations,maxUsedIterations,earlyStopRate,maxIterationRate,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,avgFinalSyndromeWeight,validCodewordRate,correctValidFrames,wrongValidFrames,correctInvalidFrames,wrongInvalidFrames,wrongValidRate,edgeCount,checkNodeUpdates,variableNodeUpdates,messageUpdates,tanhOperations,atanhOperations,absOperations,comparisonOperations,min1Min2Updates,signOperations,alphaMultiplications,atanhClampCount,llrClampCount,messageClampCount,nanInfCount,avgEdgeMessageUpdates,avgTheoreticalOperationCount,decoderMemoryBytes,payloadSeed,noiseSeed,noiseGroupId,payloadHash,codewordHash,llrHash,frameStart,frameEnd,runId,maxIterations,earlyStopPolicy,minFrames,targetFrameErrors,maxFrames,stopReason,checkpointResumeCount,codeCommit,configHash,status,payloadLength,kb,nb,mb,informationCapacity,parityLength,rankH,metadataSource
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.95,Es/N0,-2.5,-2.5,-0.4588001734407521,0.8891397050194614,1000,43078,1000,0.14359333333333332,1.0,0.14234303863834402,0.14485275538833747,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,26.133,32.0,32.0,32,0.203,0.797,416.25109999999995,363.3,669.205,65544.3,1.939,0.203,0,203,0,797,0.203,672,2508768,17561376,17561376,0,0,17561376,35122752,10510372,17561376,17561376,0,0,0,0,17561.376,115878.628,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,9981769535823970840,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0.0,Es/N0,-2.5,-2.5,-0.4588001734407521,0.8891397050194614,1000,41168,1000,0.13722666666666666,1.0,0.1360000359455563,0.13846258779428963,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,32.0,32.0,32.0,32,0.0,1.0,2030.6538999999998,1634.75,3267.2749999999996,117359.1,24.366,0.0,0,0,0,1000,0.0,672,3072000,21504000,21504000,43008000,21504000,0,0,0,0,0,0,0,0,0,21504.0,86016.0,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,9981769535823970840,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.95,Es/N0,-2.0,-2.0,0.04119982655924792,0.7924465962305567,1000,38075,1000,0.12691666666666668,1.0,0.12573026948051663,0.12811261829221798,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,25.947,32.0,32.0,32,0.209,0.791,364.7348,358.6,747.7649999999992,4979.0,1.963,0.209,0,209,0,791,0.209,672,2490912,17436384,17436384,0,0,17436384,34872768,10451579,17436384,17436384,0,0,0,0,17436.384,115069.883,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,5008701204115474202,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0.0,Es/N0,-2.0,-2.0,0.04119982655924792,0.7924465962305567,1000,36378,1000,0.12126,1.0,0.1200967566928211,0.12243294261040563,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,32.0,32.0,32.0,32,0.0,1.0,2268.4638999999997,1828.45,3703.6199999999994,52840.8,20.864,0.0,0,0,0,1000,0.0,672,3072000,21504000,21504000,43008000,21504000,0,0,0,0,0,0,0,0,0,21504.0,86016.0,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,5008701204115474202,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.95,Es/N0,-1.5,-1.5,0.5411998265592479,0.7062687723113772,1000,33084,1000,0.11028,1.0,0.10916409754279982,0.11140588295161197,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,25.678,32.0,32.0,32,0.217,0.783,433.9293,367.9,814.3999999999999,25410.7,1.818,0.217,0,217,0,783,0.217,672,2465088,17255616,17255616,0,0,17255616,34511232,10360830,17255616,17255616,0,0,0,0,17255.616,113894.526,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,15906005742097527706,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0.0,Es/N0,-1.5,-1.5,0.5411998265592479,0.7062687723113772,1000,31539,1000,0.10513,1.0,0.10403748525590607,0.10623262712690308,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,32.0,32.0,32.0,32,0.0,1.0,2208.0631000000003,1675.75,3663.0949999999993,50176.2,17.405,0.0,0,0,0,1000,0.0,672,3072000,21504000,21504000,43008000,21504000,0,0,0,0,0,0,0,0,0,21504.0,86016.0,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,15906005742097527706,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.95,Es/N0,-1.0,-1.0,1.041199826559248,0.6294627058970836,1000,27986,1000,0.09328666666666667,1.0,0.09225115209133657,0.09433259692543754,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,24.542,32.0,32.0,32,0.256,0.744,372.66929999999996,371.5,748.7099999999999,14968.1,1.62,0.256,0,256,0,744,0.256,672,2356032,16492224,16492224,0,0,16492224,32984448,9909586,16492224,16492224,0,0,0,0,16492.224,108862.93,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,18097112726245613378,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0.0,Es/N0,-1.0,-1.0,1.041199826559248,0.6294627058970836,1000,26670,1000,0.0889,1.0,0.0878868499468728,0.08992367807645855,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,32.0,32.0,32.0,32,0.0,1.0,2167.9903,1764.4499999999998,3797.234999999999,46464.0,14.049,0.0,0,0,0,1000,0.0,672,3072000,21504000,21504000,43008000,21504000,0,0,0,0,0,0,0,0,0,21504.0,86016.0,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,18097112726245613378,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.95,Es/N0,-0.5,-0.5,1.541199826559248,0.5610092271509817,1000,23004,1000,0.07668,1.0,0.07573326276237366,0.07763757820779568,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,22.965,32.0,32.0,32,0.309,0.691,329.348,356.65,737.3299999999998,6859.3,1.446,0.309,0,309,0,691,0.309,672,2204640,15432480,15432480,0,0,15432480,30864960,9297828,15432480,15432480,0,0,0,0,15432.48,101892.708,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,16890005222453607295,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0.0,Es/N0,-0.5,-0.5,1.541199826559248,0.5610092271509817,1000,21952,1000,0.07317333333333334,1.0,0.0722469018947672,0.07411069554568957,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,32.0,32.0,32.0,32,0.0,1.0,2253.1713,1737.9499999999998,3479.324999999999,65642.1,10.779,0.0,0,0,0,1000,0.0,672,3072000,21504000,21504000,43008000,21504000,0,0,0,0,0,0,0,0,0,21504.0,86016.0,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,16890005222453607295,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.95,Es/N0,0.0,0.0,2.041199826559248,0.5,1000,18223,1000,0.06074333333333334,1.0,0.05989421490869923,0.06160370085656905,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,20.913,32.0,32.0,32,0.378,0.622,283.78909999999996,337.1,606.6599999999997,5313.2,1.192,0.378,0,378,0,622,0.378,672,2007648,14053536,14053536,0,0,14053536,28107072,8476273,14053536,14053536,0,0,0,0,14053.536,92797.489,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,18400154981595221743,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0.0,Es/N0,0.0,0.0,2.041199826559248,0.5,1000,17482,1000,0.05827333333333334,1.0,0.05744070404899153,0.05911727497148869,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,31.97,32.0,32.0,32,0.001,0.999,2178.1121000000003,1704.95,3870.519999999996,36823.0,7.842,0.001,0,1,0,999,0.001,672,3069120,21483840,21483840,42967680,21483840,0,0,0,0,0,0,0,0,0,21483.84,85935.36,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,18400154981595221743,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.95,Es/N0,0.5,0.5,2.541199826559248,0.4456254690668728,1000,13855,1000,0.04618333333333333,1.0,0.04543808753446937,0.046940201103627184,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,19.32,32.0,32.0,32,0.43,0.57,265.86990000000003,333.0,576.29,3957.6,1.011,0.43,0,430,0,570,0.43,672,1854720,12983040,12983040,0,0,12983040,25966080,7838056,12983040,12983040,0,0,0,0,12983.04,85736.296,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,834251011097073769,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0.0,Es/N0,0.5,0.5,2.541199826559248,0.4456254690668728,1000,13363,1000,0.04454333333333333,1.0,0.0438109295396849,0.04528740109782362,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,31.672,32.0,32.0,32,0.011,0.989,2213.2286,1831.4,3822.469999999999,42031.9,5.28,0.011,0,11,0,989,0.011,672,3040512,21283584,21283584,42567168,21283584,0,0,0,0,0,0,0,0,0,21283.584,85134.336,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,834251011097073769,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.95,Es/N0,1.0,1.0,3.041199826559248,0.39716411736214075,1000,10046,1000,0.033486666666666665,1.0,0.03284885165660508,0.034136428802142314,0.996173241514445,1.0,false,false,9.985724387484574e-06,0.0029912495450953314,17.114,5.0,32.0,32,0.502,0.498,245.264,217.10000000000002,534.0549999999998,4221.4,0.826,0.502,0,502,0,498,0.502,672,1642944,11500608,11500608,0,0,11500608,23001216,6958979,11500608,11500608,0,0,0,0,11500.608,75962.627,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,3883055189401259349,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0.0,Es/N0,1.0,1.0,3.041199826559248,0.39716411736214075,1000,9821,999,0.032736666666666664,0.999,0.0321058639233877,0.033379435742407856,0.9943574414020421,0.9998234536293739,false,false,9.985724387484574e-06,0.0029912495450953314,30.387,32.0,32.0,32,0.054,0.946,2020.8106,1905.35,3253.43,40333.0,3.375,0.054,0,54,1,945,0.054,672,2917152,20420064,20420064,40840128,20420064,0,0,0,0,0,0,0,0,0,20420.064,81680.256,9696,2026072001,2026073001,480,14894215742951263112,4201504928167717252,3883055189401259349,100000,100999,140001,32,SYNDROME_AFTER_FULL_ITERATION,1000,200,50000,TARGET_FRAME_ERRORS_REACHED,0,989d8b590d858a01457df3c60d05012d79c30363,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,PASS,300,8,10,2,384,96,96,stage14_formal_case_config.csv
