actualLength,snrDb,algorithm,field,oldValue,newValue,changed
560,7.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,7.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,7.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,7.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,7.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,7.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,7.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,7.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,7.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,7.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,7.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,7.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,7.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,7.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,7.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,7.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,7.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,7.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,7.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,7.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,7.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,7.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,7.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,8.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,8.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,8.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,8.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,8.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,8.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,8.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,8.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,8.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,8.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,8.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,8.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,8.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,8.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,8.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,8.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,8.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,8.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,8.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,8.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,8.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,8.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,8.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,8.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,8.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,8.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,8.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,8.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,9.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,9.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,9.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,9.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,9.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,9.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,9.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,9.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,9.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,9.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,9.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,9.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,9.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,9.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,9.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,9.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,9.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,9.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,9.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,9.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,9.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,9.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,9.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,9.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,9.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,9.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,9.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,9.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,10.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,10.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,10.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,10.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,10.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,10.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,10.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,10.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,10.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,10.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,10.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,10.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,10.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,10.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
640,-5.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-5.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,-5.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,-5.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,-5.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,-5.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,-5.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,-5.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-5.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,-5.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,-5.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,-5.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,-5.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,-5.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,-4.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-4.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,-4.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,-4.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,-4.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,-4.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,-4.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,-4.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-4.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,-4.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,-4.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,-4.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,-4.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,-4.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,-4.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-4.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,-4.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,-4.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,-4.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,-4.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,-4.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,-4.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-4.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,-4.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,-4.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,-4.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,-4.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,-4.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,-3.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-3.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,-3.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,-3.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,-3.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,-3.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,-3.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,-3.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-3.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,-3.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,-3.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,-3.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,-3.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,-3.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,-3.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-3.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,-3.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,-3.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,-3.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,-3.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,-3.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,-3.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-3.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,-3.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,-3.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,-3.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,-3.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,-3.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,-2.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-2.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,-2.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,-2.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,-2.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,-2.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,-2.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,-2.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-2.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,-2.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,-2.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,-2.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,-2.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,-2.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,-2.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-2.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,-2.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,-2.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,-2.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,-2.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,-2.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,-2.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-2.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,-2.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,-2.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,-2.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,-2.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,-2.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,-1.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-1.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,-1.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,-1.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,-1.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,-1.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,-1.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,-1.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-1.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,-1.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,-1.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,-1.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,-1.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,-1.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,-1.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-1.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,-1.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,-1.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,-1.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,-1.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,-1.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,-1.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-1.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,-1.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,-1.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,-1.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,-1.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,-1.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,-0.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-0.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,-0.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,-0.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,-0.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,-0.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,-0.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,-0.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,-0.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,-0.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,-0.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,-0.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,-0.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,-0.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,0.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,0.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,0.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,0.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,0.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,0.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,0.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,0.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,0.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,0.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,0.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,0.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,0.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,0.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,0.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,0.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,0.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,0.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,0.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,0.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,0.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,0.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,0.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,0.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,0.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,0.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,0.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,0.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,1.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,1.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,1.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,1.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,1.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,1.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,1.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,1.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,1.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,1.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,1.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,1.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,1.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,1.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,1.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,1.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,1.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,1.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,1.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,1.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,1.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,1.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,1.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,1.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,1.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,1.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,1.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,1.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,2.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,2.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,2.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,2.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,2.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,2.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,2.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,2.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,2.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,2.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,2.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,2.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,2.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,2.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,2.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,2.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,2.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,2.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,2.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,2.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,2.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,2.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,2.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,2.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,2.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,2.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,2.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,2.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,3.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,3.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,3.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,3.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,3.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,3.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,3.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,3.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,3.0,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,3.0,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,3.0,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,3.0,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,3.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,3.0,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,3.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,3.5,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,3.5,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,3.5,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,3.5,DIRECT_LAYERED_NMS,Zc,40,40,False
640,3.5,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,3.5,DIRECT_LAYERED_NMS,rankHp,320,320,False
640,3.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,3.5,DIRECT_LAYERED_SPA_BP,targetLength,640,640,False
640,3.5,DIRECT_LAYERED_SPA_BP,actualLength,640,640,False
640,3.5,DIRECT_LAYERED_SPA_BP,actualRate,0.46875,0.46875,False
640,3.5,DIRECT_LAYERED_SPA_BP,Zc,40,40,False
640,3.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,20,False
640,3.5,DIRECT_LAYERED_SPA_BP,rankHp,320,320,False
640,4.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N640,LDPC_BG2_K300_N640,True
640,4.0,DIRECT_LAYERED_NMS,targetLength,640,640,False
640,4.0,DIRECT_LAYERED_NMS,actualLength,640,640,False
640,4.0,DIRECT_LAYERED_NMS,actualRate,0.46875,0.46875,False
640,4.0,DIRECT_LAYERED_NMS,Zc,40,40,False
640,4.0,DIRECT_LAYERED_NMS,fillerLength,20,20,False
640,4.0,DIRECT_LAYERED_NMS,rankHp,320,320,False
