actualLength,snrDb,algorithm,field,oldValue,newValue,changed
480,10.0,DIRECT_LAYERED_SPA_BP,actualRate,0.625,0.625,False
480,10.0,DIRECT_LAYERED_SPA_BP,Zc,40,48,True
480,10.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,84,True
480,10.0,DIRECT_LAYERED_SPA_BP,rankHp,160,96,True
560,-5.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-5.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,-5.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,-5.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,-5.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,-5.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,-5.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,-5.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-5.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,-5.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,-5.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,-5.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,-5.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,-5.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,-4.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-4.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,-4.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,-4.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,-4.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,-4.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,-4.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,-4.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-4.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,-4.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,-4.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,-4.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,-4.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,-4.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,-4.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-4.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,-4.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,-4.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,-4.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,-4.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,-4.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,-4.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-4.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,-4.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,-4.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,-4.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,-4.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,-4.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,-3.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-3.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,-3.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,-3.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,-3.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,-3.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,-3.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,-3.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-3.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,-3.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,-3.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,-3.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,-3.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,-3.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,-3.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-3.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,-3.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,-3.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,-3.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,-3.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,-3.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,-3.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-3.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,-3.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,-3.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,-3.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,-3.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,-3.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,-2.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-2.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,-2.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,-2.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,-2.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,-2.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,-2.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,-2.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-2.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,-2.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,-2.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,-2.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,-2.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,-2.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,-2.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-2.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,-2.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,-2.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,-2.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,-2.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,-2.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,-2.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-2.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,-2.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,-2.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,-2.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,-2.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,-2.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,-1.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-1.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,-1.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,-1.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,-1.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,-1.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,-1.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,-1.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-1.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,-1.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,-1.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,-1.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,-1.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,-1.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,-1.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-1.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,-1.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,-1.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,-1.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,-1.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,-1.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,-1.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-1.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,-1.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,-1.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,-1.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,-1.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,-1.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,-0.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-0.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,-0.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,-0.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,-0.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,-0.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,-0.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,-0.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,-0.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,-0.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,-0.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,-0.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,-0.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,-0.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,0.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,0.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,0.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,0.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,0.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,0.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,0.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,0.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,0.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,0.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,0.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,0.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,0.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,0.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,0.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,0.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,0.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,0.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,0.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,0.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,0.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,0.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,0.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,0.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,0.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,0.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,0.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,0.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,1.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,1.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,1.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,1.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,1.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,1.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,1.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,1.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,1.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,1.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,1.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,1.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,1.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,1.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,1.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,1.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,1.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,1.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,1.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,1.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,1.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,1.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,1.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,1.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,1.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,1.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,1.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,1.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,2.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,2.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,2.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,2.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,2.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,2.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,2.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,2.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,2.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,2.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,2.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,2.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,2.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,2.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,2.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,2.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,2.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,2.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,2.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,2.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,2.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,2.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,2.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,2.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,2.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,2.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,2.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,2.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,3.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,3.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,3.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,3.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,3.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,3.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,3.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,3.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,3.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,3.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,3.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,3.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,3.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,3.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,3.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,3.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,3.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,3.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,3.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,3.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,3.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,3.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,3.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,3.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,3.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,3.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,3.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,3.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,4.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,4.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,4.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,4.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,4.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,4.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,4.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,4.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,4.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,4.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,4.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,4.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,4.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,4.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,4.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,4.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,4.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,4.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,4.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,4.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,4.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,4.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,4.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,4.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,4.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,4.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,4.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,4.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,5.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,5.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,5.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,5.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,5.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,5.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,5.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,5.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,5.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,5.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,5.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,5.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,5.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,5.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,5.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,5.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,5.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,5.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,5.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,5.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,5.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,5.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,5.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,5.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,5.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,5.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,5.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,5.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,6.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,6.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,6.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,6.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,6.0,DIRECT_LAYERED_NMS,Zc,40,56,True
560,6.0,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,6.0,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,6.0,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,6.0,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,6.0,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,6.0,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,6.0,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,6.0,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,6.0,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,6.5,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,6.5,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,6.5,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,6.5,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,6.5,DIRECT_LAYERED_NMS,Zc,40,56,True
560,6.5,DIRECT_LAYERED_NMS,fillerLength,20,148,True
560,6.5,DIRECT_LAYERED_NMS,rankHp,240,112,True
560,6.5,DIRECT_LAYERED_SPA_BP,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,6.5,DIRECT_LAYERED_SPA_BP,targetLength,576,576,False
560,6.5,DIRECT_LAYERED_SPA_BP,actualLength,560,560,False
560,6.5,DIRECT_LAYERED_SPA_BP,actualRate,0.5357142857142857,0.5357142857142857,False
560,6.5,DIRECT_LAYERED_SPA_BP,Zc,40,56,True
560,6.5,DIRECT_LAYERED_SPA_BP,fillerLength,20,148,True
560,6.5,DIRECT_LAYERED_SPA_BP,rankHp,240,112,True
560,7.0,DIRECT_LAYERED_NMS,caseId,LDPC_BG2_K300_N560,LDPC_BG2_K300_N560,True
560,7.0,DIRECT_LAYERED_NMS,targetLength,576,576,False
560,7.0,DIRECT_LAYERED_NMS,actualLength,560,560,False
560,7.0,DIRECT_LAYERED_NMS,actualRate,0.5357142857142857,0.5357142857142857,False
560,7.0,DIRECT_LAYERED_NMS,Zc,40,56,True
