actualLength,snrDb,algorithm,statisticsUnchanged,pointResultMatchesOld,oldStatisticsSha256,repairedStatisticsSha256
560,10.0,DIRECT_LAYERED_NMS,true,true,5d83ec2c9733632eb0723a17209e77e768217f259af49f0651c3f6a591e3e03e,5d83ec2c9733632eb0723a17209e77e768217f259af49f0651c3f6a591e3e03e
560,10.0,DIRECT_LAYERED_SPA_BP,true,true,baa2b3ba638d8d881671d1408f515e1d8b92e7a2cdde936d749f1131cac10111,baa2b3ba638d8d881671d1408f515e1d8b92e7a2cdde936d749f1131cac10111
640,-5.0,DIRECT_LAYERED_NMS,true,true,d6f787f5962e392c0fb691c045ad2f46820063e2ebaee30cbc1c76738e9ecd5b,d6f787f5962e392c0fb691c045ad2f46820063e2ebaee30cbc1c76738e9ecd5b
640,-5.0,DIRECT_LAYERED_SPA_BP,true,true,bbd8a81a1ee8775f9817608a81f2f46397fd2d226a626c1090d839832122fc13,bbd8a81a1ee8775f9817608a81f2f46397fd2d226a626c1090d839832122fc13
640,-4.5,DIRECT_LAYERED_NMS,true,true,17a674823993c73ee7c74142da600a1769158736b17bffd9111e587bbb7be1cf,17a674823993c73ee7c74142da600a1769158736b17bffd9111e587bbb7be1cf
640,-4.5,DIRECT_LAYERED_SPA_BP,true,true,03a76b3ed7b84ce0408790b366b430daa337b3bb39f046c7fc398b80b4bb252b,03a76b3ed7b84ce0408790b366b430daa337b3bb39f046c7fc398b80b4bb252b
640,-4.0,DIRECT_LAYERED_NMS,true,true,5890ed4ec6141dfb41f530d0fc33c591e37d739ff09100f2936d0580ff0bd62f,5890ed4ec6141dfb41f530d0fc33c591e37d739ff09100f2936d0580ff0bd62f
640,-4.0,DIRECT_LAYERED_SPA_BP,true,true,53f82fc3a78952e3a48a5540a533eaeac5012ab30fcfa5eeb91d8541e7277c19,53f82fc3a78952e3a48a5540a533eaeac5012ab30fcfa5eeb91d8541e7277c19
640,-3.5,DIRECT_LAYERED_NMS,true,true,d5e6842fefe41d09fbba870b553c417fab3276a35d26371f9e98857c44a70776,d5e6842fefe41d09fbba870b553c417fab3276a35d26371f9e98857c44a70776
640,-3.5,DIRECT_LAYERED_SPA_BP,true,true,6fae344b71ffe10b8ae14283a9484de3576a8574b5471fa992dbc005fda8b99f,6fae344b71ffe10b8ae14283a9484de3576a8574b5471fa992dbc005fda8b99f
640,-3.0,DIRECT_LAYERED_NMS,true,true,481e63463cf181f04679f616bbdff401a2fad23cc90fa15396643660f9f6941f,481e63463cf181f04679f616bbdff401a2fad23cc90fa15396643660f9f6941f
640,-3.0,DIRECT_LAYERED_SPA_BP,true,true,f80ea1adda95d94bda5f4a7918a5edc2bcee8fe79531ad1bae6507317ddace4b,f80ea1adda95d94bda5f4a7918a5edc2bcee8fe79531ad1bae6507317ddace4b
640,-2.5,DIRECT_LAYERED_NMS,true,true,8d5440a94da788f09d335ba122ca85e0d4e69798ca9e4fa89fc358a182ada83f,8d5440a94da788f09d335ba122ca85e0d4e69798ca9e4fa89fc358a182ada83f
640,-2.5,DIRECT_LAYERED_SPA_BP,true,true,1939c4323fc767101a831308c2511102ddf8efbcc0f51af5efd948a5b8f9d68c,1939c4323fc767101a831308c2511102ddf8efbcc0f51af5efd948a5b8f9d68c
640,-2.0,DIRECT_LAYERED_NMS,true,true,f03784a62a5e4ceecd98ba1d2da36ff296f6c7c61e1046cfa637bfe70c6bbca4,f03784a62a5e4ceecd98ba1d2da36ff296f6c7c61e1046cfa637bfe70c6bbca4
640,-2.0,DIRECT_LAYERED_SPA_BP,true,true,96d675e3b4c527b9157b2aac35acb8d120a8ccee207fdfbf802455c9f4b5f7bd,96d675e3b4c527b9157b2aac35acb8d120a8ccee207fdfbf802455c9f4b5f7bd
640,-1.5,DIRECT_LAYERED_NMS,true,true,710f86278019f15af67cde26202f73017dde9db9007eae3609e368e4037a8b64,710f86278019f15af67cde26202f73017dde9db9007eae3609e368e4037a8b64
640,-1.5,DIRECT_LAYERED_SPA_BP,true,true,21709017da01ff33e08ee4d9d64c18c77d05da383550af0be43e61fb10feac1f,21709017da01ff33e08ee4d9d64c18c77d05da383550af0be43e61fb10feac1f
640,-1.0,DIRECT_LAYERED_NMS,true,true,1cc297048ee30f70e7e2551896e89625ebd3279788d418ff0ce097249c160f75,1cc297048ee30f70e7e2551896e89625ebd3279788d418ff0ce097249c160f75
640,-1.0,DIRECT_LAYERED_SPA_BP,true,true,d33c971480997a42604a8832fbf0b35cb93845be2f8f90c59031e3fcd33eec8b,d33c971480997a42604a8832fbf0b35cb93845be2f8f90c59031e3fcd33eec8b
640,-0.5,DIRECT_LAYERED_NMS,true,true,6078e96845e98bdf8293f3b9109cd30c6e807cf8f1ef0af37c47784fd5f52787,6078e96845e98bdf8293f3b9109cd30c6e807cf8f1ef0af37c47784fd5f52787
640,-0.5,DIRECT_LAYERED_SPA_BP,true,true,bbdff0c061db6be5c571ae16d699aa8440b7b7284e74280646a0f661073b20aa,bbdff0c061db6be5c571ae16d699aa8440b7b7284e74280646a0f661073b20aa
640,0.0,DIRECT_LAYERED_NMS,true,true,2f1fa8a89be969524d2f57b8761b4194afedda2e88861f4c6049d632c1dbc977,2f1fa8a89be969524d2f57b8761b4194afedda2e88861f4c6049d632c1dbc977
640,0.0,DIRECT_LAYERED_SPA_BP,true,true,dc7dfa6aad756098ac41f3ce13dec6e7e315be86d19a440ef39a330ae8a253fa,dc7dfa6aad756098ac41f3ce13dec6e7e315be86d19a440ef39a330ae8a253fa
640,0.5,DIRECT_LAYERED_NMS,true,true,8b624427d568dfbe4a96d0267821fe8461070ecadd5698e04f0f843c5075ff03,8b624427d568dfbe4a96d0267821fe8461070ecadd5698e04f0f843c5075ff03
640,0.5,DIRECT_LAYERED_SPA_BP,true,true,72783ce843fa0e2b98069e4ca507062b091b43535e34d4692b38a74e17c6e217,72783ce843fa0e2b98069e4ca507062b091b43535e34d4692b38a74e17c6e217
640,1.0,DIRECT_LAYERED_NMS,true,true,0a1860178857ab364dd32527147fa97b293d35d24fab788045357c896fd50275,0a1860178857ab364dd32527147fa97b293d35d24fab788045357c896fd50275
640,1.0,DIRECT_LAYERED_SPA_BP,true,true,394f919bcdf74883ab0f26edb7828c33933e415943c69d3555019ea9b9b782a9,394f919bcdf74883ab0f26edb7828c33933e415943c69d3555019ea9b9b782a9
640,1.5,DIRECT_LAYERED_NMS,true,true,2b5b28760fa3294d331bad21bb9927a5c1985fa5ce14dc406bcfc0b72c6a02e5,2b5b28760fa3294d331bad21bb9927a5c1985fa5ce14dc406bcfc0b72c6a02e5
640,1.5,DIRECT_LAYERED_SPA_BP,true,true,5a90041c23f5449a556430a2de9b82b9101519d4b3b9567d8598f53b9a55f12a,5a90041c23f5449a556430a2de9b82b9101519d4b3b9567d8598f53b9a55f12a
640,2.0,DIRECT_LAYERED_NMS,true,true,f32e0f32ea5e3c9c2fecbe1617790e08e73003c094f7c7bf5e38f671056d475c,f32e0f32ea5e3c9c2fecbe1617790e08e73003c094f7c7bf5e38f671056d475c
640,2.0,DIRECT_LAYERED_SPA_BP,true,true,d57c1cf036ad49a1cd3bd708e9f4f949566eed3c14387c169c83add5ccb7f6e7,d57c1cf036ad49a1cd3bd708e9f4f949566eed3c14387c169c83add5ccb7f6e7
640,2.5,DIRECT_LAYERED_NMS,true,true,5edf093e5f8fffb9300eda8e495cd3824dc689bfc331318c94daad2c537730cc,5edf093e5f8fffb9300eda8e495cd3824dc689bfc331318c94daad2c537730cc
640,2.5,DIRECT_LAYERED_SPA_BP,true,true,62faef626a253a4fb22af4400bd09ffd0951e2d70d742ac363294cbfbc57c8ac,62faef626a253a4fb22af4400bd09ffd0951e2d70d742ac363294cbfbc57c8ac
640,3.0,DIRECT_LAYERED_NMS,true,true,ec66ede65cb5610deb7322faffab0e60089803d45ec701f30d8948963c545ff8,ec66ede65cb5610deb7322faffab0e60089803d45ec701f30d8948963c545ff8
640,3.0,DIRECT_LAYERED_SPA_BP,true,true,fa0f8bec0de0273ed0f1f24b864eb87ee8c0a09d1ef87de84f828d77c90ed6b4,fa0f8bec0de0273ed0f1f24b864eb87ee8c0a09d1ef87de84f828d77c90ed6b4
640,3.5,DIRECT_LAYERED_NMS,true,true,54494ca2817dd31a6eebe5cc63d5cfd24f57e498539cb073abf903d0a320cf49,54494ca2817dd31a6eebe5cc63d5cfd24f57e498539cb073abf903d0a320cf49
640,3.5,DIRECT_LAYERED_SPA_BP,true,true,c1a678234eb66fcc86fa5ca2122f6f4ded3821bdeb0a74d45e2b2f5ec909626d,c1a678234eb66fcc86fa5ca2122f6f4ded3821bdeb0a74d45e2b2f5ec909626d
640,4.0,DIRECT_LAYERED_NMS,true,true,8865949ac1dfbecb19fa838615085a11c7f63f4e732f602c4bfc0661e0899f06,8865949ac1dfbecb19fa838615085a11c7f63f4e732f602c4bfc0661e0899f06
640,4.0,DIRECT_LAYERED_SPA_BP,true,true,6d2134d4dd1708bdad347d8cce62c60c46f12f9f63e479467f35918f692ed801,6d2134d4dd1708bdad347d8cce62c60c46f12f9f63e479467f35918f692ed801
640,4.5,DIRECT_LAYERED_NMS,true,true,4845b3ab346b539b53e2779c4853dd8a1f3e626c537b66aadde4a057dcef5092,4845b3ab346b539b53e2779c4853dd8a1f3e626c537b66aadde4a057dcef5092
640,4.5,DIRECT_LAYERED_SPA_BP,true,true,a66b0093f14b72df43173a19e278815b86b307242752306c1704429dc295b497,a66b0093f14b72df43173a19e278815b86b307242752306c1704429dc295b497
640,5.0,DIRECT_LAYERED_NMS,true,true,8f01e48976bb11b253101ed9675f550912b094d943674a9e680ecbbe0525a3ab,8f01e48976bb11b253101ed9675f550912b094d943674a9e680ecbbe0525a3ab
640,5.0,DIRECT_LAYERED_SPA_BP,true,true,8fc27c4851df20c81e8352379155d5bf8ab2ede6f3c7ac094a1d57a25c20c8cd,8fc27c4851df20c81e8352379155d5bf8ab2ede6f3c7ac094a1d57a25c20c8cd
640,5.5,DIRECT_LAYERED_NMS,true,true,83b92d971b425d7197728f2b7ad7c5db43a3053e4372355a31dbc0ed72217914,83b92d971b425d7197728f2b7ad7c5db43a3053e4372355a31dbc0ed72217914
640,5.5,DIRECT_LAYERED_SPA_BP,true,true,f7f8db5a8197e82935f92f24af596ab3f6a676ea0ffcdf0d3bef2bb22280ef6f,f7f8db5a8197e82935f92f24af596ab3f6a676ea0ffcdf0d3bef2bb22280ef6f
640,6.0,DIRECT_LAYERED_NMS,true,true,23065446209a2ca05b8c001a054549f292f2c99e0912891a2f8ace2e7c936f0d,23065446209a2ca05b8c001a054549f292f2c99e0912891a2f8ace2e7c936f0d
640,6.0,DIRECT_LAYERED_SPA_BP,true,true,28cb9eab26cda3dcb4c8f7ff35c9483a5f88053d2a641dcea80a156b9698fc82,28cb9eab26cda3dcb4c8f7ff35c9483a5f88053d2a641dcea80a156b9698fc82
640,6.5,DIRECT_LAYERED_NMS,true,true,3151db7ce82f133415dcdad9e7a8732535180da6db774da17a11fec25a60189b,3151db7ce82f133415dcdad9e7a8732535180da6db774da17a11fec25a60189b
640,6.5,DIRECT_LAYERED_SPA_BP,true,true,5b1eedafa8488c0ccac7438c75c041fc501a5068b6d301f9277e68c63e11606d,5b1eedafa8488c0ccac7438c75c041fc501a5068b6d301f9277e68c63e11606d
640,7.0,DIRECT_LAYERED_NMS,true,true,1ec668c8d43614d1e27e366d90375422c7c897b96eb029dc9e9bc7f1660836c5,1ec668c8d43614d1e27e366d90375422c7c897b96eb029dc9e9bc7f1660836c5
640,7.0,DIRECT_LAYERED_SPA_BP,true,true,57417fac5c85c4a933993117defe9c21c1ef56e521a6a28150e87797b70f06f2,57417fac5c85c4a933993117defe9c21c1ef56e521a6a28150e87797b70f06f2
640,7.5,DIRECT_LAYERED_NMS,true,true,8c27fc94f6fb157ee3813e48cac7fc6484253a4ee4b629f35fd38104fa12033c,8c27fc94f6fb157ee3813e48cac7fc6484253a4ee4b629f35fd38104fa12033c
640,7.5,DIRECT_LAYERED_SPA_BP,true,true,bcb04eb54fad0a037ba0250d2cabaa597e73c1ef61bf8a20d7cef51f297c5ade,bcb04eb54fad0a037ba0250d2cabaa597e73c1ef61bf8a20d7cef51f297c5ade
640,8.0,DIRECT_LAYERED_NMS,true,true,1f1baae30202c2d0dd58c8c91bec83d09d5e53df59393887be40ce8fcc235fdc,1f1baae30202c2d0dd58c8c91bec83d09d5e53df59393887be40ce8fcc235fdc
640,8.0,DIRECT_LAYERED_SPA_BP,true,true,451e8cb18a5929135331086c4d21f88e3c29f4018660639ff3362b43378e5ac8,451e8cb18a5929135331086c4d21f88e3c29f4018660639ff3362b43378e5ac8
640,8.5,DIRECT_LAYERED_NMS,true,true,f2a5ebf8a73ed5cab7baa22278e4439d52cfdde4a5cb6f7fa3763d1cc41970ac,f2a5ebf8a73ed5cab7baa22278e4439d52cfdde4a5cb6f7fa3763d1cc41970ac
640,8.5,DIRECT_LAYERED_SPA_BP,true,true,b4464ef4d0d88fa19289940330047732658bc21e865db598218890aaf40adffa,b4464ef4d0d88fa19289940330047732658bc21e865db598218890aaf40adffa
640,9.0,DIRECT_LAYERED_NMS,true,true,eead148942408af5fc1edf753ca2217d16c23bf315993dc07cad063159a408dc,eead148942408af5fc1edf753ca2217d16c23bf315993dc07cad063159a408dc
640,9.0,DIRECT_LAYERED_SPA_BP,true,true,ec289230c3e8af9c5de24eb79c142f7f12335f996ae26511de312164c744a9ef,ec289230c3e8af9c5de24eb79c142f7f12335f996ae26511de312164c744a9ef
640,9.5,DIRECT_LAYERED_NMS,true,true,ed8b490d70105d18e3c13ed8f2fc36e16e3ad26523c5af14487c3cfc3ad3e732,ed8b490d70105d18e3c13ed8f2fc36e16e3ad26523c5af14487c3cfc3ad3e732
640,9.5,DIRECT_LAYERED_SPA_BP,true,true,5b0e2c05f866f4db44c8a8c15fa75abaa4e03011ca39f4db29642e0ef8937956,5b0e2c05f866f4db44c8a8c15fa75abaa4e03011ca39f4db29642e0ef8937956
640,10.0,DIRECT_LAYERED_NMS,true,true,20866d0133cdace293fc2531dd6dfbc4de1bf6c979da7566542ea210157335fa,20866d0133cdace293fc2531dd6dfbc4de1bf6c979da7566542ea210157335fa
640,10.0,DIRECT_LAYERED_SPA_BP,true,true,785885af612b4ce1051ae5d4b4cb5007e4244a6bd3b8a9ad3195757fa59fd499,785885af612b4ce1051ae5d4b4cb5007e4244a6bd3b8a9ad3195757fa59fd499
