rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,quantMode,quantBits,clipMax,quantStep,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,inputMemoryBytes,pathMetricMemoryBytes,survivorMemoryBytes,totalDecoderMemoryBytes,trueClipCount,trueClipRatePercent,edgeBinCount,edgeBinRatePercent,integerOverflowCount,pathMetricSaturationCount,relativeBerIncreaseVsFloat,relativeFerIncreaseVsFloat,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,gridLayer,stopReason,timingBatchCount
R12,-0.5,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,Q3,3,1.5,0.5,2830,2210,309,0.0026030624263839812,0.10918727915194346,0.0024969045212463502,0.0027137214415517983,0.098222255301353423,0.12121184779045255,358.86508833922318,374,427.5,1283.8,230,512,58752,59494,437957,25.286784914201252,641991,37.067311023349269,0,0,0.61078717201166177,0.54499999999999982,2026072001,2026072902,0-2829,CC-B-R12-S-Q3,STAGE11-1200,coarse,TARGET_ERRORS_REACHED,5
R12,-0.5,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,Q4,4,1.5,0.21428571428571427,2830,1579,228,0.0018598351001177856,0.080565371024734989,0.0017704126194902669,0.0019537654164863269,0.071097196633914617,0.091170687968231606,347.42282685512384,363,427.80000000000001,1039.0999999999999,306,512,58752,59570,437957,25.286784914201252,521021,30.082738631377168,0,0,0.15087463556851305,0.14000000000000004,2026072001,2026072902,0-2829,CC-B-R12-S-Q4,STAGE11-1200,coarse,TARGET_ERRORS_REACHED,5
R12,-0.5,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,Q5,5,1.5,0.10000000000000001,2830,1488,214,0.0017526501766784452,0.075618374558303891,0.0016659026682134086,0.0018439064908364632,0.066442481650451163,0.08594482197817363,404.87371024734961,406,480.5,2932.6999999999998,383,512,58752,59647,437957,25.286784914201252,475752,27.468994665003812,0,0,0.084548104956268175,0.070000000000000021,2026072001,2026072902,0-2829,CC-B-R12-S-Q5,STAGE11-1200,dense,TARGET_ERRORS_REACHED,5
R12,-0.5,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,Q6,6,1.5,0.048387096774193547,2830,1422,210,0.0016749116607773851,0.074204946996466431,0.0015901560332468605,0.0017641767974825317,0.065114741728259692,0.084449538765073232,400.69045936395753,402,468.89999999999998,2347.5,459,512,58752,59723,437957,25.286784914201252,455915,26.3236448878727,0,0,0.03644314868804658,0.049999999999999961,2026072001,2026072902,0-2829,CC-B-R12-S-Q6,STAGE11-1200,dense,TARGET_ERRORS_REACHED,5
R12,-0.5,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,Q7,7,2,0.031746031746031744,2830,1372,203,0.0016160188457008246,0.071731448763250882,0.0015328033196973824,0.0017037444138195256,0.062793654317073247,0.081830335689498976,398.1625441696105,401.19999999999999,464.19999999999999,3327.5999999999999,536,512,58752,59800,157447,9.090683387607104,163502,9.4402873045566871,0,0,0,0.014999999999999949,2026072001,2026072902,0-2829,CC-B-R12-S-Q7,STAGE11-1200,dense,TARGET_ERRORS_REACHED,5
R12,-0.5,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,Q8,8,2,0.015748031496062992,2830,1368,201,0.0016113074204946996,0.071024734982332152,0.0015282163107333538,0.0016989086150065551,0.062131077713005287,0.081081400725921002,397.74505300353434,400,466.39999999999998,2454.9000000000001,612,512,58752,59876,157447,9.090683387607104,160364,9.2591052911152687,0,0,-0.002915451895043818,0.0049999999999999177,2026072001,2026072902,0-2829,CC-B-R12-S-Q8,STAGE11-1200,dense,TARGET_ERRORS_REACHED,5
R12,-0.5,-0.5,2.5963016742589877,0.49019607843137253,0.56100922715098167,Float,0,0,0,2830,1372,200,0.0016160188457008246,0.070671378091872794,0.0015328033196973824,0.0017037444138195256,0.061799890189033806,0.080706832466069522,424.9651590106015,429.60000000000002,506.39999999999998,1439.7,4896,1024,58752,64672,0,0,0,0,0,0,0,0,2026072001,2026072902,0-2829,CC-B-R12-S-Float,STAGE11-1200,dense,TARGET_ERRORS_REACHED,5
R23,1,1,2.8469143081759878,0.65359477124183007,0.39716411736214075,Q3,3,1.5,0.5,2276,4384,368,0.0064206209724663151,0.16168717047451669,0.0062339295510849312,0.0066128661553942871,0.14713395920800204,0.17738047400324236,450.187785588753,409.60000000000002,725.5,3372.4000000000001,173,512,58752,59437,222994,21.345593500044032,361674,34.620421103415005,0,0,1.1448140900195694,0.83999999999999986,2026072001,2026072902,0-2275,CC-B-R23-S-Q3,STAGE11-2300,coarse,TARGET_ERRORS_REACHED,5
R23,1,1,2.8469143081759878,0.65359477124183007,0.39716411736214075,Q4,4,1.5,0.21428571428571427,2276,2580,238,0.0037785588752196836,0.10456942003514938,0.0036357976569640921,0.0039269035835386989,0.092657341587105008,0.11781407385460921,437.40935852372581,392.89999999999998,699.60000000000002,10012.1,230,512,58752,59494,222994,21.345593500044032,278292,26.638868787116486,0,0,0.26223091976516627,0.18999999999999989,2026072001,2026072902,0-2275,CC-B-R23-S-Q4,STAGE11-2300,coarse,TARGET_ERRORS_REACHED,5
R23,1,1,2.8469143081759878,0.65359477124183007,0.39716411736214075,Q5,5,1.5,0.10000000000000001,2276,2146,203,0.0031429408318687756,0.089191564147627411,0.0030129414048506303,0.0032785309009327763,0.078163699708030887,0.10160382633419443,374.59894551845372,381,432.30000000000001,979.5,287,512,58752,59551,222994,21.345593500044032,247845,23.724398957005182,0,0,0.049902152641878583,0.014999999999999892,2026072001,2026072902,0-2275,CC-B-R23-S-Q5,STAGE11-2300,dense,TARGET_ERRORS_REACHED,5
