rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,quantMode,quantBits,clipMax,quantStep,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,inputMemoryBytes,pathMetricMemoryBytes,survivorMemoryBytes,totalDecoderMemoryBytes,trueClipCount,trueClipRatePercent,edgeBinCount,edgeBinRatePercent,integerOverflowCount,pathMetricSaturationCount,relativeBerIncreaseVsFloat,relativeFerIncreaseVsFloat,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,gridLayer,stopReason,timingBatchCount
R23,-5,-5,-3.1530856918240122,0.65359477124183007,1.5811388300841895,Q3,3,1.5,0.5,1000,142676,1000,0.47558666666666666,1,0.47379993057329639,0.47737402797079564,0.99617324151444497,1,476.4879999999996,404.69999999999999,728.39999999999998,16338.299999999999,173,512,58752,59437,169644,36.959477124183003,210523,45.865577342047928,0,0,0.0014670063944633048,0,2026072001,2026072902,0-999,CC-B-R23-S-Q3,STAGE11-2300,coarse,TARGET_ERRORS_REACHED,5
R23,-4.5,-4.5,-2.6530856918240122,0.65359477124183007,1.4091914656322269,Q3,3,1.5,0.5,1000,139915,1000,0.46638333333333332,1,0.46459862946445313,0.4681688981047944,0.99617324151444497,1,628.79880000000071,436.5,1058.2,39694,173,512,58752,59437,162851,35.479520697167757,204927,44.646405228758169,0,0,0.003953675267644413,0,2026072001,2026072902,0-999,CC-B-R23-S-Q3,STAGE11-2300,coarse,TARGET_ERRORS_REACHED,5
R23,-4,-4,-2.1530856918240122,0.65359477124183007,1.2559432157547903,Q3,3,1.5,0.5,1000,136807,1000,0.45602333333333334,1,0.45424164746910017,0.45780614541350589,0.99617324151444497,1,524.8947999999998,419.39999999999998,840.5,43853.599999999999,173,512,58752,59437,156441,34.08300653594771,199660,43.498910675381261,0,0,0.01003337074006256,0,2026072001,2026072902,0-999,CC-B-R23-S-Q3,STAGE11-2300,coarse,TARGET_ERRORS_REACHED,5
R23,-3.5,-3.5,-1.6530856918240122,0.65359477124183007,1.1193605692841697,Q3,3,1.5,0.5,1000,132084,1000,0.44028,1,0.4385043898497733,0.44205713954344822,0.99617324151444497,1,522.55339999999956,399.80000000000001,655.39999999999998,61279.099999999999,173,512,58752,59437,150146,32.711546840958604,194723,42.423311546840957,0,0,0.016859901150168666,0,2026072001,2026072902,0-999,CC-B-R23-S-Q3,STAGE11-2300,coarse,TARGET_ERRORS_REACHED,5
R23,-3,-3,-1.1530856918240122,0.65359477124183007,0.99763115748443987,Q3,3,1.5,0.5,1000,124327,1000,0.41442333333333331,1,0.41266164654368498,0.41618721168985906,0.99617324151444497,1,400.90999999999923,392.30000000000001,558.10000000000002,1995.5999999999999,173,512,58752,59437,144369,31.452941176470588,190120,41.420479302832241,0,0,0.025377319587628792,0,2026072001,2026072902,0-999,CC-B-R23-S-Q3,STAGE11-2300,coarse,TARGET_ERRORS_REACHED,5
R23,-2.5,-2.5,-0.65308569182401222,0.65359477124183007,0.88913970501946138,Q3,3,1.5,0.5,1000,113208,1000,0.37735999999999997,1,0.37562704242202549,0.37909609831448954,0.99617324151444497,1,506.45329999999956,420.60000000000002,832.70000000000005,15593.6,173,512,58752,59437,138556,30.186492374727671,185878,40.496296296296293,0,0,0.042027944993648744,0,2026072001,2026072902,0-999,CC-B-R23-S-Q3,STAGE11-2300,coarse,TARGET_ERRORS_REACHED,5
R23,-2,-2,-0.15308569182401222,0.65359477124183007,0.79244659623055669,Q3,3,1.5,0.5,1000,96780,999,0.3226,0.999,0.32092948757130402,0.3242750555358207,0.99435744140204207,0.99982345362937386,426.32639999999964,402.60000000000002,618.70000000000005,5552.3000000000002,173,512,58752,59437,132959,28.967102396514161,181889,39.627233115468407,0,0,0.063972471718648671,0.0010020040080160328,2026072001,2026072902,0-999,CC-B-R23-S-Q3,STAGE11-2300,coarse,TARGET_ERRORS_REACHED,5
R23,-1.5,-1.5,0.34691430817598778,0.65359477124183007,0.70626877231137719,Q3,3,1.5,0.5,1000,75200,995,0.25066666666666665,0.995,0.24911900349120028,0.25222071511858796,0.98834904462662487,0.99786246447267557,406.17809999999986,401,627.29999999999995,4112.6999999999998,173,512,58752,59437,127339,27.742701525054468,178031,38.786710239651413,0,0,0.095539174266484034,0.0020140986908358527,2026072001,2026072902,0-999,CC-B-R23-S-Q3,STAGE11-2300,coarse,TARGET_ERRORS_REACHED,5
R23,-1,-1,0.84691430817598778,0.65359477124183007,0.62946270589708364,Q3,3,1.5,0.5,1000,52317,958,0.17438999999999999,0.95799999999999996,0.17303637187844967,0.17575196679748539,0.94371557477339685,0.96877911445383458,427.50750000000039,399,593.20000000000005,4698.3000000000002,173,512,58752,59437,121550,26.481481481481481,174228,37.958169934640523,0,0,0.18648795754524419,0.036796536796536709,2026072001,2026072902,0-999,CC-B-R23-S-Q3,STAGE11-2300,coarse,TARGET_ERRORS_REACHED,5
R23,-0.5,-0.5,1.3469143081759878,0.65359477124183007,0.56100922715098167,Q3,3,1.5,0.5,1000,30866,856,0.10288666666666667,0.85599999999999998,0.10180459365358067,0.10397890951297699,0.83287629787029827,0.87639905008798646,443.74259999999992,408.60000000000002,670.89999999999998,11323.799999999999,173,512,58752,59437,115756,25.219172113289762,170523,37.15098039215686,0,0,0.32290416595234017,0.10880829015544037,2026072001,2026072902,0-999,CC-B-R23-S-Q3,STAGE11-2300,coarse,TARGET_ERRORS_REACHED,5
