rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,quantMode,quantBits,clipMax,quantStep,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,inputMemoryBytes,pathMetricMemoryBytes,survivorMemoryBytes,totalDecoderMemoryBytes,trueClipCount,trueClipRatePercent,edgeBinCount,edgeBinRatePercent,integerOverflowCount,pathMetricSaturationCount,relativeBerIncreaseVsFloat,relativeFerIncreaseVsFloat,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,gridLayer,stopReason,timingBatchCount
R34,-5,-5,-3.6646109162978253,0.73529411764705888,1.5811388300841895,Q3,3,1.5,0.5,1000,145140,1000,0.48380000000000001,1,0.48201196408825248,0.48558845078398777,0.99617324151444497,1,439.35020000000003,409.10000000000002,712.10000000000002,1624.4000000000001,153,512,58752,59417,150848,36.97254901960784,187317,45.911029411764709,0,0,0.0025280782460939096,0,2026072001,2026072902,0-999,CC-B-R34-S-Q3,STAGE11-3400,coarse,TARGET_ERRORS_REACHED,5
R34,-4.5,-4.5,-3.1646109162978253,0.73529411764705888,1.4091914656322269,Q3,3,1.5,0.5,1000,143987,1000,0.47995666666666664,1,0.47816917874180703,0.48174466788921771,0.99617324151444497,1,464.61470000000003,419.60000000000002,798,1701.5999999999999,153,512,58752,59417,144881,35.510049019607841,182281,44.676715686274513,0,0,0.0037014833816640513,0,2026072001,2026072902,0-999,CC-B-R34-S-Q3,STAGE11-3400,coarse,TARGET_ERRORS_REACHED,5
R34,-4,-4,-2.6646109162978253,0.73529411764705888,1.2559432157547903,Q3,3,1.5,0.5,1000,142180,1000,0.47393333333333332,1,0.4721469174395489,0.47572041677874716,0.99617324151444497,1,434.5383999999994,406.39999999999998,660.39999999999998,1928.3,153,512,58752,59417,139327,34.148774509803921,177611,43.532107843137254,0,0,0.00090107847830364391,0,2026072001,2026072902,0-999,CC-B-R34-S-Q3,STAGE11-3400,coarse,TARGET_ERRORS_REACHED,5
R34,-3.5,-3.5,-2.1646109162978253,0.73529411764705888,1.1193605692841697,Q3,3,1.5,0.5,1000,139848,1000,0.46616000000000002,1,0.4643753530224457,0.46794551359956726,0.99617324151444497,1,452.04079999999965,414.89999999999998,812.5,2975.4000000000001,153,512,58752,59417,133914,32.82205882352941,173146,42.437745098039215,0,0,0.0015827884291720008,0,2026072001,2026072902,0-999,CC-B-R34-S-Q3,STAGE11-3400,coarse,TARGET_ERRORS_REACHED,5
R34,-3,-3,-1.6646109162978253,0.73529411764705888,0.99763115748443987,Q3,3,1.5,0.5,1000,137530,1000,0.45843333333333336,1,0.45665087618925698,0.46021685497470105,0.99617324151444497,1,448.46620000000001,411.30000000000001,747.89999999999998,2080.8000000000002,153,512,58752,59417,128652,31.53235294117647,169075,41.439950980392155,0,0,0.0098614405192860213,0,2026072001,2026072902,0-999,CC-B-R34-S-Q3,STAGE11-3400,coarse,TARGET_ERRORS_REACHED,5
R34,-2.5,-2.5,-1.1646109162978253,0.73529411764705888,0.88913970501946138,Q3,3,1.5,0.5,1000,132333,1000,0.44111,1,0.43933402444506159,0.44288748369235992,0.99617324151444497,1,453.20850000000019,414.60000000000002,722.5,2557.1999999999998,153,512,58752,59417,123638,30.303431372549021,165203,40.490931372549021,0,0,0.00904328730356007,0,2026072001,2026072902,0-999,CC-B-R34-S-Q3,STAGE11-3400,coarse,TARGET_ERRORS_REACHED,5
R34,-2,-2,-0.66461091629782532,0.73529411764705888,0.79244659623055669,Q3,3,1.5,0.5,1000,125853,1000,0.41950999999999999,1,0.41774518277436429,0.42127687852604417,0.99617324151444497,1,480.50019999999984,412.69999999999999,775.89999999999998,20634.200000000001,153,512,58752,59417,118628,29.07549019607843,161621,39.612990196078428,0,0,0.016033326067475637,0,2026072001,2026072902,0-999,CC-B-R34-S-Q3,STAGE11-3400,coarse,TARGET_ERRORS_REACHED,5
R34,-1.5,-1.5,-0.16461091629782532,0.73529411764705888,0.70626877231137719,Q3,3,1.5,0.5,1000,115374,1000,0.38457999999999998,1,0.3828406173427476,0.38632233849391723,0.99617324151444497,1,427.83820000000026,410.10000000000002,749.89999999999998,2118.1999999999998,153,512,58752,59417,113612,27.84607843137255,158202,38.774999999999999,0,0,0.029160162347798939,0,2026072001,2026072902,0-999,CC-B-R34-S-Q3,STAGE11-3400,coarse,TARGET_ERRORS_REACHED,5
R34,-1,-1,0.33538908370217468,0.73529411764705888,0.62946270589708364,Q3,3,1.5,0.5,1000,102057,999,0.34018999999999999,0.999,0.3384967125300743,0.34188738010774755,0.99435744140204207,0.99982345362937386,469.65229999999968,417.80000000000001,756.70000000000005,6049.3000000000002,153,512,58752,59417,108560,26.607843137254903,154868,37.957843137254905,0,0,0.067084200290670318,0.0030120481927710871,2026072001,2026072902,0-999,CC-B-R34-S-Q3,STAGE11-3400,coarse,TARGET_ERRORS_REACHED,5
R34,-0.5,-0.5,0.83538908370217468,0.73529411764705888,0.56100922715098167,Q3,3,1.5,0.5,1000,82329,991,0.27443000000000001,0.99099999999999999,0.27283612394152179,0.2760296527702828,0.98298418383466202,0.99525793933252293,460.46909999999974,418.69999999999999,823.60000000000002,1862,153,512,58752,59417,103440,25.352941176470587,151581,37.152205882352938,0,0,0.13438326719576724,0.0060913705583756396,2026072001,2026072902,0-999,CC-B-R34-S-Q3,STAGE11-3400,coarse,TARGET_ERRORS_REACHED,5
